date_id,full_date,year,quarter,month,month_name,day,day_name,week_of_year,is_weekend,fiscal_year
20230214,2023-02-14,2023,1,2,February,14,Tuesday,7,0,2022
20230215,2023-02-15,2023,1,2,February,15,Wednesday,7,0,2022
20230216,2023-02-16,2023,1,2,February,16,Thursday,7,0,2022
20230217,2023-02-17,2023,1,2,February,17,Friday,7,0,2022
20230218,2023-02-18,2023,1,2,February,18,Saturday,7,1,2022
20230219,2023-02-19,2023,1,2,February,19,Sunday,7,1,2022
20230220,2023-02-20,2023,1,2,February,20,Monday,8,0,2022
20230221,2023-02-21,2023,1,2,February,21,Tuesday,8,0,2022
20230222,2023-02-22,2023,1,2,February,22,Wednesday,8,0,2022
20230223,2023-02-23,2023,1,2,February,23,Thursday,8,0,2022
20230224,2023-02-24,2023,1,2,February,24,Friday,8,0,2022
20230225,2023-02-25,2023,1,2,February,25,Saturday,8,1,2022
20230226,2023-02-26,2023,1,2,February,26,Sunday,8,1,2022
20230227,2023-02-27,2023,1,2,February,27,Monday,9,0,2022
20230228,2023-02-28,2023,1,2,February,28,Tuesday,9,0,2022
20230301,2023-03-01,2023,1,3,March,1,Wednesday,9,0,2022
20230302,2023-03-02,2023,1,3,March,2,Thursday,9,0,2022
20230303,2023-03-03,2023,1,3,March,3,Friday,9,0,2022
20230304,2023-03-04,2023,1,3,March,4,Saturday,9,1,2022
20230305,2023-03-05,2023,1,3,March,5,Sunday,9,1,2022
20230306,2023-03-06,2023,1,3,March,6,Monday,10,0,2022
20230307,2023-03-07,2023,1,3,March,7,Tuesday,10,0,2022
20230308,2023-03-08,2023,1,3,March,8,Wednesday,10,0,2022
20230309,2023-03-09,2023,1,3,March,9,Thursday,10,0,2022
20230310,2023-03-10,2023,1,3,March,10,Friday,10,0,2022
20230311,2023-03-11,2023,1,3,March,11,Saturday,10,1,2022
20230312,2023-03-12,2023,1,3,March,12,Sunday,10,1,2022
20230313,2023-03-13,2023,1,3,March,13,Monday,11,0,2022
20230314,2023-03-14,2023,1,3,March,14,Tuesday,11,0,2022
20230315,2023-03-15,2023,1,3,March,15,Wednesday,11,0,2022
20230316,2023-03-16,2023,1,3,March,16,Thursday,11,0,2022
20230317,2023-03-17,2023,1,3,March,17,Friday,11,0,2022
20230318,2023-03-18,2023,1,3,March,18,Saturday,11,1,2022
20230319,2023-03-19,2023,1,3,March,19,Sunday,11,1,2022
20230320,2023-03-20,2023,1,3,March,20,Monday,12,0,2022
20230321,2023-03-21,2023,1,3,March,21,Tuesday,12,0,2022
20230322,2023-03-22,2023,1,3,March,22,Wednesday,12,0,2022
20230323,2023-03-23,2023,1,3,March,23,Thursday,12,0,2022
20230324,2023-03-24,2023,1,3,March,24,Friday,12,0,2022
20230325,2023-03-25,2023,1,3,March,25,Saturday,12,1,2022
20230326,2023-03-26,2023,1,3,March,26,Sunday,12,1,2022
20230327,2023-03-27,2023,1,3,March,27,Monday,13,0,2022
20230328,2023-03-28,2023,1,3,March,28,Tuesday,13,0,2022
20230329,2023-03-29,2023,1,3,March,29,Wednesday,13,0,2022
20230330,2023-03-30,2023,1,3,March,30,Thursday,13,0,2022
20230331,2023-03-31,2023,1,3,March,31,Friday,13,0,2022
20230401,2023-04-01,2023,2,4,April,1,Saturday,13,1,2023
20230402,2023-04-02,2023,2,4,April,2,Sunday,13,1,2023
20230403,2023-04-03,2023,2,4,April,3,Monday,14,0,2023
20230404,2023-04-04,2023,2,4,April,4,Tuesday,14,0,2023
20230405,2023-04-05,2023,2,4,April,5,Wednesday,14,0,2023
20230406,2023-04-06,2023,2,4,April,6,Thursday,14,0,2023
20230407,2023-04-07,2023,2,4,April,7,Friday,14,0,2023
20230408,2023-04-08,2023,2,4,April,8,Saturday,14,1,2023
20230409,2023-04-09,2023,2,4,April,9,Sunday,14,1,2023
20230410,2023-04-10,2023,2,4,April,10,Monday,15,0,2023
20230411,2023-04-11,2023,2,4,April,11,Tuesday,15,0,2023
20230412,2023-04-12,2023,2,4,April,12,Wednesday,15,0,2023
20230413,2023-04-13,2023,2,4,April,13,Thursday,15,0,2023
20230414,2023-04-14,2023,2,4,April,14,Friday,15,0,2023
20230415,2023-04-15,2023,2,4,April,15,Saturday,15,1,2023
20230416,2023-04-16,2023,2,4,April,16,Sunday,15,1,2023
20230417,2023-04-17,2023,2,4,April,17,Monday,16,0,2023
20230418,2023-04-18,2023,2,4,April,18,Tuesday,16,0,2023
20230419,2023-04-19,2023,2,4,April,19,Wednesday,16,0,2023
20230420,2023-04-20,2023,2,4,April,20,Thursday,16,0,2023
20230421,2023-04-21,2023,2,4,April,21,Friday,16,0,2023
20230422,2023-04-22,2023,2,4,April,22,Saturday,16,1,2023
20230423,2023-04-23,2023,2,4,April,23,Sunday,16,1,2023
20230424,2023-04-24,2023,2,4,April,24,Monday,17,0,2023
20230425,2023-04-25,2023,2,4,April,25,Tuesday,17,0,2023
20230426,2023-04-26,2023,2,4,April,26,Wednesday,17,0,2023
20230427,2023-04-27,2023,2,4,April,27,Thursday,17,0,2023
20230428,2023-04-28,2023,2,4,April,28,Friday,17,0,2023
20230429,2023-04-29,2023,2,4,April,29,Saturday,17,1,2023
20230430,2023-04-30,2023,2,4,April,30,Sunday,17,1,2023
20230501,2023-05-01,2023,2,5,May,1,Monday,18,0,2023
20230502,2023-05-02,2023,2,5,May,2,Tuesday,18,0,2023
20230503,2023-05-03,2023,2,5,May,3,Wednesday,18,0,2023
20230504,2023-05-04,2023,2,5,May,4,Thursday,18,0,2023
20230505,2023-05-05,2023,2,5,May,5,Friday,18,0,2023
20230506,2023-05-06,2023,2,5,May,6,Saturday,18,1,2023
20230507,2023-05-07,2023,2,5,May,7,Sunday,18,1,2023
20230508,2023-05-08,2023,2,5,May,8,Monday,19,0,2023
20230509,2023-05-09,2023,2,5,May,9,Tuesday,19,0,2023
20230510,2023-05-10,2023,2,5,May,10,Wednesday,19,0,2023
20230511,2023-05-11,2023,2,5,May,11,Thursday,19,0,2023
20230512,2023-05-12,2023,2,5,May,12,Friday,19,0,2023
20230513,2023-05-13,2023,2,5,May,13,Saturday,19,1,2023
20230514,2023-05-14,2023,2,5,May,14,Sunday,19,1,2023
20230515,2023-05-15,2023,2,5,May,15,Monday,20,0,2023
20230516,2023-05-16,2023,2,5,May,16,Tuesday,20,0,2023
20230517,2023-05-17,2023,2,5,May,17,Wednesday,20,0,2023
20230518,2023-05-18,2023,2,5,May,18,Thursday,20,0,2023
20230519,2023-05-19,2023,2,5,May,19,Friday,20,0,2023
20230520,2023-05-20,2023,2,5,May,20,Saturday,20,1,2023
20230521,2023-05-21,2023,2,5,May,21,Sunday,20,1,2023
20230522,2023-05-22,2023,2,5,May,22,Monday,21,0,2023
20230523,2023-05-23,2023,2,5,May,23,Tuesday,21,0,2023
20230524,2023-05-24,2023,2,5,May,24,Wednesday,21,0,2023
20230525,2023-05-25,2023,2,5,May,25,Thursday,21,0,2023
20230526,2023-05-26,2023,2,5,May,26,Friday,21,0,2023
20230527,2023-05-27,2023,2,5,May,27,Saturday,21,1,2023
20230528,2023-05-28,2023,2,5,May,28,Sunday,21,1,2023
20230529,2023-05-29,2023,2,5,May,29,Monday,22,0,2023
20230530,2023-05-30,2023,2,5,May,30,Tuesday,22,0,2023
20230531,2023-05-31,2023,2,5,May,31,Wednesday,22,0,2023
20230601,2023-06-01,2023,2,6,June,1,Thursday,22,0,2023
20230602,2023-06-02,2023,2,6,June,2,Friday,22,0,2023
20230603,2023-06-03,2023,2,6,June,3,Saturday,22,1,2023
20230604,2023-06-04,2023,2,6,June,4,Sunday,22,1,2023
20230605,2023-06-05,2023,2,6,June,5,Monday,23,0,2023
20230606,2023-06-06,2023,2,6,June,6,Tuesday,23,0,2023
20230607,2023-06-07,2023,2,6,June,7,Wednesday,23,0,2023
20230608,2023-06-08,2023,2,6,June,8,Thursday,23,0,2023
20230609,2023-06-09,2023,2,6,June,9,Friday,23,0,2023
20230610,2023-06-10,2023,2,6,June,10,Saturday,23,1,2023
20230611,2023-06-11,2023,2,6,June,11,Sunday,23,1,2023
20230612,2023-06-12,2023,2,6,June,12,Monday,24,0,2023
20230613,2023-06-13,2023,2,6,June,13,Tuesday,24,0,2023
20230614,2023-06-14,2023,2,6,June,14,Wednesday,24,0,2023
20230615,2023-06-15,2023,2,6,June,15,Thursday,24,0,2023
20230616,2023-06-16,2023,2,6,June,16,Friday,24,0,2023
20230617,2023-06-17,2023,2,6,June,17,Saturday,24,1,2023
20230618,2023-06-18,2023,2,6,June,18,Sunday,24,1,2023
20230619,2023-06-19,2023,2,6,June,19,Monday,25,0,2023
20230620,2023-06-20,2023,2,6,June,20,Tuesday,25,0,2023
20230621,2023-06-21,2023,2,6,June,21,Wednesday,25,0,2023
20230622,2023-06-22,2023,2,6,June,22,Thursday,25,0,2023
20230623,2023-06-23,2023,2,6,June,23,Friday,25,0,2023
20230624,2023-06-24,2023,2,6,June,24,Saturday,25,1,2023
20230625,2023-06-25,2023,2,6,June,25,Sunday,25,1,2023
20230626,2023-06-26,2023,2,6,June,26,Monday,26,0,2023
20230627,2023-06-27,2023,2,6,June,27,Tuesday,26,0,2023
20230628,2023-06-28,2023,2,6,June,28,Wednesday,26,0,2023
20230629,2023-06-29,2023,2,6,June,29,Thursday,26,0,2023
20230630,2023-06-30,2023,2,6,June,30,Friday,26,0,2023
20230701,2023-07-01,2023,3,7,July,1,Saturday,26,1,2023
20230702,2023-07-02,2023,3,7,July,2,Sunday,26,1,2023
20230703,2023-07-03,2023,3,7,July,3,Monday,27,0,2023
20230704,2023-07-04,2023,3,7,July,4,Tuesday,27,0,2023
20230705,2023-07-05,2023,3,7,July,5,Wednesday,27,0,2023
20230706,2023-07-06,2023,3,7,July,6,Thursday,27,0,2023
20230707,2023-07-07,2023,3,7,July,7,Friday,27,0,2023
20230708,2023-07-08,2023,3,7,July,8,Saturday,27,1,2023
20230709,2023-07-09,2023,3,7,July,9,Sunday,27,1,2023
20230710,2023-07-10,2023,3,7,July,10,Monday,28,0,2023
20230711,2023-07-11,2023,3,7,July,11,Tuesday,28,0,2023
20230712,2023-07-12,2023,3,7,July,12,Wednesday,28,0,2023
20230713,2023-07-13,2023,3,7,July,13,Thursday,28,0,2023
20230714,2023-07-14,2023,3,7,July,14,Friday,28,0,2023
20230715,2023-07-15,2023,3,7,July,15,Saturday,28,1,2023
20230716,2023-07-16,2023,3,7,July,16,Sunday,28,1,2023
20230717,2023-07-17,2023,3,7,July,17,Monday,29,0,2023
20230718,2023-07-18,2023,3,7,July,18,Tuesday,29,0,2023
20230719,2023-07-19,2023,3,7,July,19,Wednesday,29,0,2023
20230720,2023-07-20,2023,3,7,July,20,Thursday,29,0,2023
20230721,2023-07-21,2023,3,7,July,21,Friday,29,0,2023
20230722,2023-07-22,2023,3,7,July,22,Saturday,29,1,2023
20230723,2023-07-23,2023,3,7,July,23,Sunday,29,1,2023
20230724,2023-07-24,2023,3,7,July,24,Monday,30,0,2023
20230725,2023-07-25,2023,3,7,July,25,Tuesday,30,0,2023
20230726,2023-07-26,2023,3,7,July,26,Wednesday,30,0,2023
20230727,2023-07-27,2023,3,7,July,27,Thursday,30,0,2023
20230728,2023-07-28,2023,3,7,July,28,Friday,30,0,2023
20230729,2023-07-29,2023,3,7,July,29,Saturday,30,1,2023
20230730,2023-07-30,2023,3,7,July,30,Sunday,30,1,2023
20230731,2023-07-31,2023,3,7,July,31,Monday,31,0,2023
20230801,2023-08-01,2023,3,8,August,1,Tuesday,31,0,2023
20230802,2023-08-02,2023,3,8,August,2,Wednesday,31,0,2023
20230803,2023-08-03,2023,3,8,August,3,Thursday,31,0,2023
20230804,2023-08-04,2023,3,8,August,4,Friday,31,0,2023
20230805,2023-08-05,2023,3,8,August,5,Saturday,31,1,2023
20230806,2023-08-06,2023,3,8,August,6,Sunday,31,1,2023
20230807,2023-08-07,2023,3,8,August,7,Monday,32,0,2023
20230808,2023-08-08,2023,3,8,August,8,Tuesday,32,0,2023
20230809,2023-08-09,2023,3,8,August,9,Wednesday,32,0,2023
20230810,2023-08-10,2023,3,8,August,10,Thursday,32,0,2023
20230811,2023-08-11,2023,3,8,August,11,Friday,32,0,2023
20230812,2023-08-12,2023,3,8,August,12,Saturday,32,1,2023
20230813,2023-08-13,2023,3,8,August,13,Sunday,32,1,2023
20230814,2023-08-14,2023,3,8,August,14,Monday,33,0,2023
20230815,2023-08-15,2023,3,8,August,15,Tuesday,33,0,2023
20230816,2023-08-16,2023,3,8,August,16,Wednesday,33,0,2023
20230817,2023-08-17,2023,3,8,August,17,Thursday,33,0,2023
20230818,2023-08-18,2023,3,8,August,18,Friday,33,0,2023
20230819,2023-08-19,2023,3,8,August,19,Saturday,33,1,2023
20230820,2023-08-20,2023,3,8,August,20,Sunday,33,1,2023
20230821,2023-08-21,2023,3,8,August,21,Monday,34,0,2023
20230822,2023-08-22,2023,3,8,August,22,Tuesday,34,0,2023
20230823,2023-08-23,2023,3,8,August,23,Wednesday,34,0,2023
20230824,2023-08-24,2023,3,8,August,24,Thursday,34,0,2023
20230825,2023-08-25,2023,3,8,August,25,Friday,34,0,2023
20230826,2023-08-26,2023,3,8,August,26,Saturday,34,1,2023
20230827,2023-08-27,2023,3,8,August,27,Sunday,34,1,2023
20230828,2023-08-28,2023,3,8,August,28,Monday,35,0,2023
20230829,2023-08-29,2023,3,8,August,29,Tuesday,35,0,2023
20230830,2023-08-30,2023,3,8,August,30,Wednesday,35,0,2023
20230831,2023-08-31,2023,3,8,August,31,Thursday,35,0,2023
20230901,2023-09-01,2023,3,9,September,1,Friday,35,0,2023
20230902,2023-09-02,2023,3,9,September,2,Saturday,35,1,2023
20230903,2023-09-03,2023,3,9,September,3,Sunday,35,1,2023
20230904,2023-09-04,2023,3,9,September,4,Monday,36,0,2023
20230905,2023-09-05,2023,3,9,September,5,Tuesday,36,0,2023
20230906,2023-09-06,2023,3,9,September,6,Wednesday,36,0,2023
20230907,2023-09-07,2023,3,9,September,7,Thursday,36,0,2023
20230908,2023-09-08,2023,3,9,September,8,Friday,36,0,2023
20230909,2023-09-09,2023,3,9,September,9,Saturday,36,1,2023
20230910,2023-09-10,2023,3,9,September,10,Sunday,36,1,2023
20230911,2023-09-11,2023,3,9,September,11,Monday,37,0,2023
20230912,2023-09-12,2023,3,9,September,12,Tuesday,37,0,2023
20230913,2023-09-13,2023,3,9,September,13,Wednesday,37,0,2023
20230914,2023-09-14,2023,3,9,September,14,Thursday,37,0,2023
20230915,2023-09-15,2023,3,9,September,15,Friday,37,0,2023
20230916,2023-09-16,2023,3,9,September,16,Saturday,37,1,2023
20230917,2023-09-17,2023,3,9,September,17,Sunday,37,1,2023
20230918,2023-09-18,2023,3,9,September,18,Monday,38,0,2023
20230919,2023-09-19,2023,3,9,September,19,Tuesday,38,0,2023
20230920,2023-09-20,2023,3,9,September,20,Wednesday,38,0,2023
20230921,2023-09-21,2023,3,9,September,21,Thursday,38,0,2023
20230922,2023-09-22,2023,3,9,September,22,Friday,38,0,2023
20230923,2023-09-23,2023,3,9,September,23,Saturday,38,1,2023
20230924,2023-09-24,2023,3,9,September,24,Sunday,38,1,2023
20230925,2023-09-25,2023,3,9,September,25,Monday,39,0,2023
20230926,2023-09-26,2023,3,9,September,26,Tuesday,39,0,2023
20230927,2023-09-27,2023,3,9,September,27,Wednesday,39,0,2023
20230928,2023-09-28,2023,3,9,September,28,Thursday,39,0,2023
20230929,2023-09-29,2023,3,9,September,29,Friday,39,0,2023
20230930,2023-09-30,2023,3,9,September,30,Saturday,39,1,2023
20231001,2023-10-01,2023,4,10,October,1,Sunday,39,1,2023
20231002,2023-10-02,2023,4,10,October,2,Monday,40,0,2023
20231003,2023-10-03,2023,4,10,October,3,Tuesday,40,0,2023
20231004,2023-10-04,2023,4,10,October,4,Wednesday,40,0,2023
20231005,2023-10-05,2023,4,10,October,5,Thursday,40,0,2023
20231006,2023-10-06,2023,4,10,October,6,Friday,40,0,2023
20231007,2023-10-07,2023,4,10,October,7,Saturday,40,1,2023
20231008,2023-10-08,2023,4,10,October,8,Sunday,40,1,2023
20231009,2023-10-09,2023,4,10,October,9,Monday,41,0,2023
20231010,2023-10-10,2023,4,10,October,10,Tuesday,41,0,2023
20231011,2023-10-11,2023,4,10,October,11,Wednesday,41,0,2023
20231012,2023-10-12,2023,4,10,October,12,Thursday,41,0,2023
20231013,2023-10-13,2023,4,10,October,13,Friday,41,0,2023
20231014,2023-10-14,2023,4,10,October,14,Saturday,41,1,2023
20231015,2023-10-15,2023,4,10,October,15,Sunday,41,1,2023
20231016,2023-10-16,2023,4,10,October,16,Monday,42,0,2023
20231017,2023-10-17,2023,4,10,October,17,Tuesday,42,0,2023
20231018,2023-10-18,2023,4,10,October,18,Wednesday,42,0,2023
20231019,2023-10-19,2023,4,10,October,19,Thursday,42,0,2023
20231020,2023-10-20,2023,4,10,October,20,Friday,42,0,2023
20231021,2023-10-21,2023,4,10,October,21,Saturday,42,1,2023
20231022,2023-10-22,2023,4,10,October,22,Sunday,42,1,2023
20231023,2023-10-23,2023,4,10,October,23,Monday,43,0,2023
20231024,2023-10-24,2023,4,10,October,24,Tuesday,43,0,2023
20231025,2023-10-25,2023,4,10,October,25,Wednesday,43,0,2023
20231026,2023-10-26,2023,4,10,October,26,Thursday,43,0,2023
20231027,2023-10-27,2023,4,10,October,27,Friday,43,0,2023
20231028,2023-10-28,2023,4,10,October,28,Saturday,43,1,2023
20231029,2023-10-29,2023,4,10,October,29,Sunday,43,1,2023
20231030,2023-10-30,2023,4,10,October,30,Monday,44,0,2023
20231031,2023-10-31,2023,4,10,October,31,Tuesday,44,0,2023
20231101,2023-11-01,2023,4,11,November,1,Wednesday,44,0,2023
20231102,2023-11-02,2023,4,11,November,2,Thursday,44,0,2023
20231103,2023-11-03,2023,4,11,November,3,Friday,44,0,2023
20231104,2023-11-04,2023,4,11,November,4,Saturday,44,1,2023
20231105,2023-11-05,2023,4,11,November,5,Sunday,44,1,2023
20231106,2023-11-06,2023,4,11,November,6,Monday,45,0,2023
20231107,2023-11-07,2023,4,11,November,7,Tuesday,45,0,2023
20231108,2023-11-08,2023,4,11,November,8,Wednesday,45,0,2023
20231109,2023-11-09,2023,4,11,November,9,Thursday,45,0,2023
20231110,2023-11-10,2023,4,11,November,10,Friday,45,0,2023
20231111,2023-11-11,2023,4,11,November,11,Saturday,45,1,2023
20231112,2023-11-12,2023,4,11,November,12,Sunday,45,1,2023
20231113,2023-11-13,2023,4,11,November,13,Monday,46,0,2023
20231114,2023-11-14,2023,4,11,November,14,Tuesday,46,0,2023
20231115,2023-11-15,2023,4,11,November,15,Wednesday,46,0,2023
20231116,2023-11-16,2023,4,11,November,16,Thursday,46,0,2023
20231117,2023-11-17,2023,4,11,November,17,Friday,46,0,2023
20231118,2023-11-18,2023,4,11,November,18,Saturday,46,1,2023
20231119,2023-11-19,2023,4,11,November,19,Sunday,46,1,2023
20231120,2023-11-20,2023,4,11,November,20,Monday,47,0,2023
20231121,2023-11-21,2023,4,11,November,21,Tuesday,47,0,2023
20231122,2023-11-22,2023,4,11,November,22,Wednesday,47,0,2023
20231123,2023-11-23,2023,4,11,November,23,Thursday,47,0,2023
20231124,2023-11-24,2023,4,11,November,24,Friday,47,0,2023
20231125,2023-11-25,2023,4,11,November,25,Saturday,47,1,2023
20231126,2023-11-26,2023,4,11,November,26,Sunday,47,1,2023
20231127,2023-11-27,2023,4,11,November,27,Monday,48,0,2023
20231128,2023-11-28,2023,4,11,November,28,Tuesday,48,0,2023
20231129,2023-11-29,2023,4,11,November,29,Wednesday,48,0,2023
20231130,2023-11-30,2023,4,11,November,30,Thursday,48,0,2023
20231201,2023-12-01,2023,4,12,December,1,Friday,48,0,2023
20231202,2023-12-02,2023,4,12,December,2,Saturday,48,1,2023
20231203,2023-12-03,2023,4,12,December,3,Sunday,48,1,2023
20231204,2023-12-04,2023,4,12,December,4,Monday,49,0,2023
20231205,2023-12-05,2023,4,12,December,5,Tuesday,49,0,2023
20231206,2023-12-06,2023,4,12,December,6,Wednesday,49,0,2023
20231207,2023-12-07,2023,4,12,December,7,Thursday,49,0,2023
20231208,2023-12-08,2023,4,12,December,8,Friday,49,0,2023
20231209,2023-12-09,2023,4,12,December,9,Saturday,49,1,2023
20231210,2023-12-10,2023,4,12,December,10,Sunday,49,1,2023
20231211,2023-12-11,2023,4,12,December,11,Monday,50,0,2023
20231212,2023-12-12,2023,4,12,December,12,Tuesday,50,0,2023
20231213,2023-12-13,2023,4,12,December,13,Wednesday,50,0,2023
20231214,2023-12-14,2023,4,12,December,14,Thursday,50,0,2023
20231215,2023-12-15,2023,4,12,December,15,Friday,50,0,2023
20231216,2023-12-16,2023,4,12,December,16,Saturday,50,1,2023
20231217,2023-12-17,2023,4,12,December,17,Sunday,50,1,2023
20231218,2023-12-18,2023,4,12,December,18,Monday,51,0,2023
20231219,2023-12-19,2023,4,12,December,19,Tuesday,51,0,2023
20231220,2023-12-20,2023,4,12,December,20,Wednesday,51,0,2023
20231221,2023-12-21,2023,4,12,December,21,Thursday,51,0,2023
20231222,2023-12-22,2023,4,12,December,22,Friday,51,0,2023
20231223,2023-12-23,2023,4,12,December,23,Saturday,51,1,2023
20231224,2023-12-24,2023,4,12,December,24,Sunday,51,1,2023
20231225,2023-12-25,2023,4,12,December,25,Monday,52,0,2023
20231226,2023-12-26,2023,4,12,December,26,Tuesday,52,0,2023
20231227,2023-12-27,2023,4,12,December,27,Wednesday,52,0,2023
20231228,2023-12-28,2023,4,12,December,28,Thursday,52,0,2023
20231229,2023-12-29,2023,4,12,December,29,Friday,52,0,2023
20231230,2023-12-30,2023,4,12,December,30,Saturday,52,1,2023
20231231,2023-12-31,2023,4,12,December,31,Sunday,52,1,2023
20240101,2024-01-01,2024,1,1,January,1,Monday,1,0,2023
20240102,2024-01-02,2024,1,1,January,2,Tuesday,1,0,2023
20240103,2024-01-03,2024,1,1,January,3,Wednesday,1,0,2023
20240104,2024-01-04,2024,1,1,January,4,Thursday,1,0,2023
20240105,2024-01-05,2024,1,1,January,5,Friday,1,0,2023
20240106,2024-01-06,2024,1,1,January,6,Saturday,1,1,2023
20240107,2024-01-07,2024,1,1,January,7,Sunday,1,1,2023
20240108,2024-01-08,2024,1,1,January,8,Monday,2,0,2023
20240109,2024-01-09,2024,1,1,January,9,Tuesday,2,0,2023
20240110,2024-01-10,2024,1,1,January,10,Wednesday,2,0,2023
20240111,2024-01-11,2024,1,1,January,11,Thursday,2,0,2023
20240112,2024-01-12,2024,1,1,January,12,Friday,2,0,2023
20240113,2024-01-13,2024,1,1,January,13,Saturday,2,1,2023
20240114,2024-01-14,2024,1,1,January,14,Sunday,2,1,2023
20240115,2024-01-15,2024,1,1,January,15,Monday,3,0,2023
20240116,2024-01-16,2024,1,1,January,16,Tuesday,3,0,2023
20240117,2024-01-17,2024,1,1,January,17,Wednesday,3,0,2023
20240118,2024-01-18,2024,1,1,January,18,Thursday,3,0,2023
20240119,2024-01-19,2024,1,1,January,19,Friday,3,0,2023
20240120,2024-01-20,2024,1,1,January,20,Saturday,3,1,2023
20240121,2024-01-21,2024,1,1,January,21,Sunday,3,1,2023
20240122,2024-01-22,2024,1,1,January,22,Monday,4,0,2023
20240123,2024-01-23,2024,1,1,January,23,Tuesday,4,0,2023
20240124,2024-01-24,2024,1,1,January,24,Wednesday,4,0,2023
20240125,2024-01-25,2024,1,1,January,25,Thursday,4,0,2023
20240126,2024-01-26,2024,1,1,January,26,Friday,4,0,2023
20240127,2024-01-27,2024,1,1,January,27,Saturday,4,1,2023
20240128,2024-01-28,2024,1,1,January,28,Sunday,4,1,2023
20240129,2024-01-29,2024,1,1,January,29,Monday,5,0,2023
20240130,2024-01-30,2024,1,1,January,30,Tuesday,5,0,2023
20240131,2024-01-31,2024,1,1,January,31,Wednesday,5,0,2023
20240201,2024-02-01,2024,1,2,February,1,Thursday,5,0,2023
20240202,2024-02-02,2024,1,2,February,2,Friday,5,0,2023
20240203,2024-02-03,2024,1,2,February,3,Saturday,5,1,2023
20240204,2024-02-04,2024,1,2,February,4,Sunday,5,1,2023
20240205,2024-02-05,2024,1,2,February,5,Monday,6,0,2023
20240206,2024-02-06,2024,1,2,February,6,Tuesday,6,0,2023
20240207,2024-02-07,2024,1,2,February,7,Wednesday,6,0,2023
20240208,2024-02-08,2024,1,2,February,8,Thursday,6,0,2023
20240209,2024-02-09,2024,1,2,February,9,Friday,6,0,2023
20240210,2024-02-10,2024,1,2,February,10,Saturday,6,1,2023
20240211,2024-02-11,2024,1,2,February,11,Sunday,6,1,2023
20240212,2024-02-12,2024,1,2,February,12,Monday,7,0,2023
20240213,2024-02-13,2024,1,2,February,13,Tuesday,7,0,2023
20240214,2024-02-14,2024,1,2,February,14,Wednesday,7,0,2023
20240215,2024-02-15,2024,1,2,February,15,Thursday,7,0,2023
20240216,2024-02-16,2024,1,2,February,16,Friday,7,0,2023
20240217,2024-02-17,2024,1,2,February,17,Saturday,7,1,2023
20240218,2024-02-18,2024,1,2,February,18,Sunday,7,1,2023
20240219,2024-02-19,2024,1,2,February,19,Monday,8,0,2023
20240220,2024-02-20,2024,1,2,February,20,Tuesday,8,0,2023
20240221,2024-02-21,2024,1,2,February,21,Wednesday,8,0,2023
20240222,2024-02-22,2024,1,2,February,22,Thursday,8,0,2023
20240223,2024-02-23,2024,1,2,February,23,Friday,8,0,2023
20240224,2024-02-24,2024,1,2,February,24,Saturday,8,1,2023
20240225,2024-02-25,2024,1,2,February,25,Sunday,8,1,2023
20240226,2024-02-26,2024,1,2,February,26,Monday,9,0,2023
20240227,2024-02-27,2024,1,2,February,27,Tuesday,9,0,2023
20240228,2024-02-28,2024,1,2,February,28,Wednesday,9,0,2023
20240229,2024-02-29,2024,1,2,February,29,Thursday,9,0,2023
20240301,2024-03-01,2024,1,3,March,1,Friday,9,0,2023
20240302,2024-03-02,2024,1,3,March,2,Saturday,9,1,2023
20240303,2024-03-03,2024,1,3,March,3,Sunday,9,1,2023
20240304,2024-03-04,2024,1,3,March,4,Monday,10,0,2023
20240305,2024-03-05,2024,1,3,March,5,Tuesday,10,0,2023
20240306,2024-03-06,2024,1,3,March,6,Wednesday,10,0,2023
20240307,2024-03-07,2024,1,3,March,7,Thursday,10,0,2023
20240308,2024-03-08,2024,1,3,March,8,Friday,10,0,2023
20240309,2024-03-09,2024,1,3,March,9,Saturday,10,1,2023
20240310,2024-03-10,2024,1,3,March,10,Sunday,10,1,2023
20240311,2024-03-11,2024,1,3,March,11,Monday,11,0,2023
20240312,2024-03-12,2024,1,3,March,12,Tuesday,11,0,2023
20240313,2024-03-13,2024,1,3,March,13,Wednesday,11,0,2023
20240314,2024-03-14,2024,1,3,March,14,Thursday,11,0,2023
20240315,2024-03-15,2024,1,3,March,15,Friday,11,0,2023
20240316,2024-03-16,2024,1,3,March,16,Saturday,11,1,2023
20240317,2024-03-17,2024,1,3,March,17,Sunday,11,1,2023
20240318,2024-03-18,2024,1,3,March,18,Monday,12,0,2023
20240319,2024-03-19,2024,1,3,March,19,Tuesday,12,0,2023
20240320,2024-03-20,2024,1,3,March,20,Wednesday,12,0,2023
20240321,2024-03-21,2024,1,3,March,21,Thursday,12,0,2023
20240322,2024-03-22,2024,1,3,March,22,Friday,12,0,2023
20240323,2024-03-23,2024,1,3,March,23,Saturday,12,1,2023
20240324,2024-03-24,2024,1,3,March,24,Sunday,12,1,2023
20240325,2024-03-25,2024,1,3,March,25,Monday,13,0,2023
20240326,2024-03-26,2024,1,3,March,26,Tuesday,13,0,2023
20240327,2024-03-27,2024,1,3,March,27,Wednesday,13,0,2023
20240328,2024-03-28,2024,1,3,March,28,Thursday,13,0,2023
20240329,2024-03-29,2024,1,3,March,29,Friday,13,0,2023
