order_id,order_date,customer_id,product_id,quantity,unit_price,discount_pct,gross_amount,discount_amount,net_revenue,total_cost,profit,profit_margin_pct,date_id
SO000493,2023-04-05,C00453,P0019,1,133.67,0.15,133.67,20.05,113.62,53.13,60.49,0.5324,20230405
SO000494,2022-07-02,C00321,P0008,8,1292.98,0.0,10343.84,0.0,10343.84,4621.84,5722.0,0.5532,20220702
SO000495,2024-05-28,C00206,P0020,10,1298.32,0.0,12983.2,0.0,12983.2,6734.7,6248.5,0.4813,20240528
SO000496,2022-08-29,C00485,P0019,1,133.67,0.1,133.67,13.37,120.3,53.13,67.17,0.5584,20220829
SO000497,2024-10-09,C00233,P0022,2,316.23,0.0,632.46,0.0,632.46,308.2,324.26,0.5127,20241009
SO000498,2023-08-13,C00417,P0009,12,207.23,0.0,2486.76,0.0,2486.76,1187.52,1299.24,0.5225,20230813
SO000499,2023-08-03,C00308,P0007,12,213.28,0.05,2559.36,127.97,2431.39,1726.32,705.07,0.29,20230803
SO000500,2023-08-18,C00075,P0001,5,1184.23,0.0,5921.15,0.0,5921.15,2654.4,3266.75,0.5517,20230818
SO000501,2024-07-27,C00299,P0022,2,316.23,0.0,632.46,0.0,632.46,308.2,324.26,0.5127,20240727
SO000502,2023-03-11,C00355,P0013,12,183.15,0.0,2197.8,0.0,2197.8,1195.2,1002.6,0.4562,20230311
SO000503,2022-05-01,C00038,P0004,1,1701.98,0.0,1701.98,0.0,1701.98,666.46,1035.52,0.6084,20220501
SO000504,2022-04-04,C00311,P0022,1,316.23,0.0,316.23,0.0,316.23,154.1,162.13,0.5127,20220404
SO000505,2024-01-30,C00203,P0022,3,316.23,0.2,948.69,189.74,758.95,462.3,296.65,0.3909,20240130
SO000506,2024-10-28,C00134,P0006,8,769.69,0.15,6157.52,923.63,5233.89,4529.2,704.69,0.1346,20241028
SO000507,2024-06-05,C00163,P0017,3,1129.3,0.0,3387.9,0.0,3387.9,2296.83,1091.07,0.322,20240605
SO000508,2024-01-09,C00256,P0009,7,207.23,0.0,1450.61,0.0,1450.61,692.72,757.89,0.5225,20240109
SO000509,2024-11-24,C00390,P0009,9,207.23,0.0,1865.07,0.0,1865.07,890.64,974.43,0.5225,20241124
SO000510,2024-06-20,C00252,P0005,1,483.19,0.0,483.19,0.0,483.19,244.21,238.98,0.4946,20240620
SO000511,2022-12-01,C00241,P0009,17,207.23,0.0,3522.91,0.0,3522.91,1682.32,1840.59,0.5225,20221201
SO000512,2024-06-23,C00254,P0002,6,239.03,0.2,1434.18,286.84,1147.34,627.06,520.28,0.4535,20240623
SO000513,2022-09-11,C00058,P0005,6,483.19,0.0,2899.14,0.0,2899.14,1465.26,1433.88,0.4946,20220911
SO000514,2023-07-13,C00087,P0017,10,1129.3,0.15,11293.0,1693.95,9599.05,7656.1,1942.95,0.2024,20230713
SO000515,2024-12-13,C00498,P0001,15,1184.23,0.0,17763.45,0.0,17763.45,7963.2,9800.25,0.5517,20241213
SO000516,2022-07-13,C00256,P0022,6,316.23,0.0,1897.38,0.0,1897.38,924.6,972.78,0.5127,20220713
SO000517,2022-08-06,C00202,P0012,6,1402.52,0.0,8415.12,0.0,8415.12,3770.52,4644.6,0.5519,20220806
SO000518,2024-07-18,C00338,P0016,11,794.81,0.2,8742.91,1748.58,6994.33,4055.15,2939.18,0.4202,20240718
SO000519,2024-07-16,C00497,P0002,6,239.03,0.15,1434.18,215.13,1219.05,627.06,591.99,0.4856,20240716
SO000520,2022-09-22,C00409,P0019,4,133.67,0.15,534.68,80.2,454.48,212.52,241.96,0.5324,20220922
SO000521,2022-05-25,C00409,P0002,9,239.03,0.2,2151.27,430.25,1721.02,940.59,780.43,0.4535,20220525
SO000522,2024-03-27,C00092,P0008,2,1292.98,0.0,2585.96,0.0,2585.96,1155.46,1430.5,0.5532,20240327
SO000523,2022-11-12,C00207,P0010,3,407.06,0.0,1221.18,0.0,1221.18,486.66,734.52,0.6015,20221112
SO000524,2022-09-26,C00472,P0010,6,407.06,0.05,2442.36,122.12,2320.24,973.32,1346.92,0.5805,20220926
SO000525,2024-03-05,C00251,P0015,8,1099.41,0.0,8795.28,0.0,8795.28,3817.76,4977.52,0.5659,20240305
SO000526,2023-01-17,C00217,P0012,7,1402.52,0.05,9817.64,490.88,9326.76,4398.94,4927.82,0.5284,20230117
SO000527,2023-04-05,C00499,P0015,11,1099.41,0.05,12093.51,604.68,11488.83,5249.42,6239.41,0.5431,20230405
SO000528,2024-12-10,C00323,P0021,3,1034.07,0.0,3102.21,0.0,3102.21,1242.12,1860.09,0.5996,20241210
SO000529,2022-11-01,C00245,P0010,5,407.06,0.05,2035.3,101.77,1933.53,811.1,1122.43,0.5805,20221101
SO000530,2022-04-08,C00219,P0010,9,407.06,0.0,3663.54,0.0,3663.54,1459.98,2203.56,0.6015,20220408
SO000531,2022-07-13,C00218,P0014,8,1773.38,0.05,14187.04,709.35,13477.69,5939.2,7538.49,0.5593,20220713
SO000532,2022-06-17,C00131,P0019,9,133.67,0.0,1203.03,0.0,1203.03,478.17,724.86,0.6025,20220617
SO000533,2024-03-15,C00403,P0006,1,769.69,0.0,769.69,0.0,769.69,566.15,203.54,0.2644,20240315
SO000534,2024-07-10,C00301,P0015,10,1099.41,0.1,10994.1,1099.41,9894.69,4772.2,5122.49,0.5177,20240710
SO000535,2023-03-09,C00415,P0006,3,769.69,0.0,2309.07,0.0,2309.07,1698.45,610.62,0.2644,20230309
SO000536,2024-06-07,C00345,P0004,9,1701.98,0.0,15317.82,0.0,15317.82,5998.14,9319.68,0.6084,20240607
SO000537,2024-07-31,C00336,P0016,12,794.81,0.0,9537.72,0.0,9537.72,4423.8,5113.92,0.5362,20240731
SO000538,2023-09-13,C00372,P0016,10,794.81,0.1,7948.1,794.81,7153.29,3686.5,3466.79,0.4846,20230913
SO000539,2024-03-19,C00494,P0022,5,316.23,0.0,1581.15,0.0,1581.15,770.5,810.65,0.5127,20240319
SO000540,2023-01-21,C00418,P0001,1,1184.23,0.0,1184.23,0.0,1184.23,530.88,653.35,0.5517,20230121
SO000541,2023-01-26,C00224,P0021,2,1034.07,0.0,2068.14,0.0,2068.14,828.08,1240.06,0.5996,20230126
SO000542,2022-12-07,C00012,P0004,5,1701.98,0.1,8509.9,850.99,7658.91,3332.3,4326.61,0.5649,20221207
SO000543,2023-05-12,C00011,P0015,4,1099.41,0.0,4397.64,0.0,4397.64,1908.88,2488.76,0.5659,20230512
SO000544,2022-07-30,C00171,P0001,11,1184.23,0.1,13026.53,1302.65,11723.88,5839.68,5884.2,0.5019,20220730
SO000545,2023-08-19,C00254,P0019,1,133.67,0.0,133.67,0.0,133.67,53.13,80.54,0.6025,20230819
SO000546,2024-09-26,C00314,P0022,4,316.23,0.1,1264.92,126.49,1138.43,616.4,522.03,0.4586,20240926
SO000547,2022-05-11,C00162,P0018,5,808.88,0.15,4044.4,606.66,3437.74,2032.9,1404.84,0.4087,20220511
SO000548,2023-12-12,C00254,P0020,12,1298.32,0.05,15579.84,778.99,14800.85,8081.64,6719.21,0.454,20231212
SO000549,2023-12-06,C00099,P0016,12,794.81,0.0,9537.72,0.0,9537.72,4423.8,5113.92,0.5362,20231206
SO000550,2024-08-17,C00174,P0020,3,1298.32,0.15,3894.96,584.24,3310.72,2020.41,1290.31,0.3897,20240817
SO000551,2024-01-08,C00214,P0022,8,316.23,0.1,2529.84,252.98,2276.86,1232.8,1044.06,0.4586,20240108
SO000552,2024-09-15,C00145,P0003,3,329.69,0.0,989.07,0.0,989.07,567.21,421.86,0.4265,20240915
SO000553,2024-10-08,C00407,P0014,5,1773.38,0.0,8866.9,0.0,8866.9,3712.0,5154.9,0.5814,20241008
SO000554,2024-01-02,C00184,P0009,11,207.23,0.0,2279.53,0.0,2279.53,1088.56,1190.97,0.5225,20240102
SO000555,2023-11-23,C00017,P0003,10,329.69,0.0,3296.9,0.0,3296.9,1890.7,1406.2,0.4265,20231123
SO000556,2023-11-28,C00250,P0009,9,207.23,0.1,1865.07,186.51,1678.56,890.64,787.92,0.4694,20231128
SO000557,2024-11-21,C00459,P0005,15,483.19,0.05,7247.85,362.39,6885.46,3663.15,3222.31,0.468,20241121
SO000558,2022-08-16,C00225,P0015,2,1099.41,0.1,2198.82,219.88,1978.94,954.44,1024.5,0.5177,20220816
SO000559,2022-03-27,C00053,P0018,9,808.88,0.0,7279.92,0.0,7279.92,3659.22,3620.7,0.4974,20220327
SO000560,2022-11-18,C00467,P0012,17,1402.52,0.0,23842.84,0.0,23842.84,10683.14,13159.7,0.5519,20221118
SO000561,2022-11-12,C00376,P0004,16,1701.98,0.0,27231.68,0.0,27231.68,10663.36,16568.32,0.6084,20221112
SO000562,2024-05-01,C00104,P0015,1,1099.41,0.0,1099.41,0.0,1099.41,477.22,622.19,0.5659,20240501
SO000563,2022-06-24,C00259,P0006,5,769.69,0.0,3848.45,0.0,3848.45,2830.75,1017.7,0.2644,20220624
SO000564,2022-11-07,C00341,P0008,13,1292.98,0.0,16808.74,0.0,16808.74,7510.49,9298.25,0.5532,20221107
SO000565,2024-07-28,C00212,P0014,9,1773.38,0.1,15960.42,1596.04,14364.38,6681.6,7682.78,0.5348,20240728
SO000566,2024-11-25,C00075,P0001,3,1184.23,0.0,3552.69,0.0,3552.69,1592.64,1960.05,0.5517,20241125
SO000567,2022-05-06,C00085,P0014,7,1773.38,0.1,12413.66,1241.37,11172.29,5196.8,5975.49,0.5348,20220506
SO000568,2022-04-29,C00463,P0019,11,133.67,0.2,1470.37,294.07,1176.3,584.43,591.87,0.5032,20220429
SO000569,2024-05-08,C00499,P0010,7,407.06,0.15,2849.42,427.41,2422.01,1135.54,1286.47,0.5312,20240508
SO000570,2023-12-06,C00370,P0011,2,612.61,0.1,1225.22,122.52,1102.7,646.84,455.86,0.4134,20231206
SO000571,2024-07-02,C00076,P0013,11,183.15,0.0,2014.65,0.0,2014.65,1095.6,919.05,0.4562,20240702
SO000572,2023-12-09,C00334,P0015,16,1099.41,0.0,17590.56,0.0,17590.56,7635.52,9955.04,0.5659,20231209
SO000573,2023-11-17,C00019,P0018,10,808.88,0.1,8088.8,808.88,7279.92,4065.8,3214.12,0.4415,20231117
SO000574,2023-03-14,C00277,P0010,2,407.06,0.05,814.12,40.71,773.41,324.44,448.97,0.5805,20230314
SO000575,2022-02-17,C00326,P0006,1,769.69,0.15,769.69,115.45,654.24,566.15,88.09,0.1346,20220217
SO000576,2024-05-15,C00427,P0010,9,407.06,0.0,3663.54,0.0,3663.54,1459.98,2203.56,0.6015,20240515
SO000577,2023-12-27,C00322,P0017,3,1129.3,0.0,3387.9,0.0,3387.9,2296.83,1091.07,0.322,20231227
SO000578,2022-01-11,C00153,P0019,8,133.67,0.0,1069.36,0.0,1069.36,425.04,644.32,0.6025,20220111
SO000579,2024-12-28,C00298,P0019,15,133.67,0.0,2005.05,0.0,2005.05,796.95,1208.1,0.6025,20241228
SO000580,2022-10-14,C00418,P0019,12,133.67,0.0,1604.04,0.0,1604.04,637.56,966.48,0.6025,20221014
SO000581,2023-01-30,C00265,P0019,6,133.67,0.0,802.02,0.0,802.02,318.78,483.24,0.6025,20230130
SO000582,2022-07-08,C00211,P0003,1,329.69,0.0,329.69,0.0,329.69,189.07,140.62,0.4265,20220708
SO000583,2024-12-13,C00040,P0012,10,1402.52,0.05,14025.2,701.26,13323.94,6284.2,7039.74,0.5284,20241213
SO000584,2024-10-18,C00136,P0019,11,133.67,0.0,1470.37,0.0,1470.37,584.43,885.94,0.6025,20241018
SO000585,2022-11-30,C00251,P0014,5,1773.38,0.05,8866.9,443.35,8423.55,3712.0,4711.55,0.5593,20221130
SO000586,2024-12-19,C00496,P0017,3,1129.3,0.05,3387.9,169.4,3218.5,2296.83,921.67,0.2864,20241219
SO000587,2024-01-27,C00081,P0018,2,808.88,0.05,1617.76,80.89,1536.87,813.16,723.71,0.4709,20240127
SO000588,2022-03-24,C00293,P0010,9,407.06,0.0,3663.54,0.0,3663.54,1459.98,2203.56,0.6015,20220324
SO000589,2024-09-22,C00156,P0010,1,407.06,0.1,407.06,40.71,366.35,162.22,204.13,0.5572,20240922
SO000590,2023-08-04,C00025,P0010,4,407.06,0.0,1628.24,0.0,1628.24,648.88,979.36,0.6015,20230804
SO000591,2022-05-19,C00281,P0012,1,1402.52,0.0,1402.52,0.0,1402.52,628.42,774.1,0.5519,20220519
SO000592,2024-02-12,C00461,P0011,8,612.61,0.1,4900.88,490.09,4410.79,2587.36,1823.43,0.4134,20240212
SO000593,2024-08-01,C00071,P0017,8,1129.3,0.05,9034.4,451.72,8582.68,6124.88,2457.8,0.2864,20240801
SO000594,2024-04-18,C00046,P0020,7,1298.32,0.0,9088.24,0.0,9088.24,4714.29,4373.95,0.4813,20240418
SO000595,2024-06-26,C00491,P0022,12,316.23,0.0,3794.76,0.0,3794.76,1849.2,1945.56,0.5127,20240626
SO000596,2023-09-25,C00013,P0019,9,133.67,0.05,1203.03,60.15,1142.88,478.17,664.71,0.5816,20230925
SO000597,2022-04-19,C00490,P0020,10,1298.32,0.05,12983.2,649.16,12334.04,6734.7,5599.34,0.454,20220419
SO000598,2024-12-25,C00010,P0004,5,1701.98,0.2,8509.9,1701.98,6807.92,3332.3,3475.62,0.5105,20241225
SO000599,2024-06-28,C00425,P0019,2,133.67,0.1,267.34,26.73,240.61,106.26,134.35,0.5584,20240628
SO000600,2022-02-17,C00024,P0016,6,794.81,0.0,4768.86,0.0,4768.86,2211.9,2556.96,0.5362,20220217
SO000601,2023-06-11,C00163,P0013,2,183.15,0.0,366.3,0.0,366.3,199.2,167.1,0.4562,20230611
SO000602,2023-06-08,C00074,P0006,2,769.69,0.0,1539.38,0.0,1539.38,1132.3,407.08,0.2644,20230608
SO000603,2023-10-29,C00031,P0020,3,1298.32,0.0,3894.96,0.0,3894.96,2020.41,1874.55,0.4813,20231029
SO000604,2024-04-25,C00164,P0005,6,483.19,0.0,2899.14,0.0,2899.14,1465.26,1433.88,0.4946,20240425
SO000605,2023-05-06,C00027,P0007,10,213.28,0.05,2132.8,106.64,2026.16,1438.6,587.56,0.29,20230506
SO000606,2023-07-06,C00198,P0004,1,1701.98,0.0,1701.98,0.0,1701.98,666.46,1035.52,0.6084,20230706
SO000607,2023-04-24,C00015,P0014,1,1773.38,0.0,1773.38,0.0,1773.38,742.4,1030.98,0.5814,20230424
SO000608,2022-09-15,C00127,P0018,5,808.88,0.05,4044.4,202.22,3842.18,2032.9,1809.28,0.4709,20220915
SO000609,2022-10-19,C00257,P0007,6,213.28,0.05,1279.68,63.98,1215.7,863.16,352.54,0.29,20221019
SO000610,2024-07-14,C00488,P0014,1,1773.38,0.0,1773.38,0.0,1773.38,742.4,1030.98,0.5814,20240714
SO000611,2022-12-09,C00149,P0021,2,1034.07,0.0,2068.14,0.0,2068.14,828.08,1240.06,0.5996,20221209
SO000612,2024-02-18,C00129,P0022,6,316.23,0.1,1897.38,189.74,1707.64,924.6,783.04,0.4586,20240218
SO000613,2022-11-27,C00145,P0002,17,239.03,0.05,4063.51,203.18,3860.33,1776.67,2083.66,0.5398,20221127
SO000614,2022-10-14,C00358,P0004,12,1701.98,0.05,20423.76,1021.19,19402.57,7997.52,11405.05,0.5878,20221014
SO000615,2023-10-14,C00313,P0017,11,1129.3,0.15,12422.3,1863.34,10558.96,8421.71,2137.25,0.2024,20231014
SO000616,2023-07-14,C00363,P0015,4,1099.41,0.05,4397.64,219.88,4177.76,1908.88,2268.88,0.5431,20230714
SO000617,2023-11-04,C00492,P0020,2,1298.32,0.15,2596.64,389.5,2207.14,1346.94,860.2,0.3897,20231104
SO000618,2022-01-09,C00312,P0016,1,794.81,0.05,794.81,39.74,755.07,368.65,386.42,0.5118,20220109
SO000619,2024-03-15,C00361,P0016,9,794.81,0.0,7153.29,0.0,7153.29,3317.85,3835.44,0.5362,20240315
SO000620,2024-06-30,C00276,P0001,11,1184.23,0.0,13026.53,0.0,13026.53,5839.68,7186.85,0.5517,20240630
SO000621,2024-03-03,C00308,P0012,3,1402.52,0.1,4207.56,420.76,3786.8,1885.26,1901.54,0.5021,20240303
SO000622,2024-01-29,C00064,P0015,4,1099.41,0.0,4397.64,0.0,4397.64,1908.88,2488.76,0.5659,20240129
SO000623,2024-01-03,C00144,P0022,4,316.23,0.0,1264.92,0.0,1264.92,616.4,648.52,0.5127,20240103
SO000624,2023-04-25,C00368,P0008,8,1292.98,0.2,10343.84,2068.77,8275.07,4621.84,3653.23,0.4415,20230425
SO000625,2023-03-05,C00361,P0020,1,1298.32,0.0,1298.32,0.0,1298.32,673.47,624.85,0.4813,20230305
SO000626,2024-10-21,C00446,P0009,8,207.23,0.0,1657.84,0.0,1657.84,791.68,866.16,0.5225,20241021
SO000627,2022-12-26,C00345,P0022,3,316.23,0.05,948.69,47.43,901.26,462.3,438.96,0.4871,20221226
SO000628,2023-04-12,C00478,P0019,9,133.67,0.1,1203.03,120.3,1082.73,478.17,604.56,0.5584,20230412
SO000629,2024-12-27,C00012,P0022,15,316.23,0.0,4743.45,0.0,4743.45,2311.5,2431.95,0.5127,20241227
SO000630,2022-04-17,C00481,P0014,6,1773.38,0.0,10640.28,0.0,10640.28,4454.4,6185.88,0.5814,20220417
SO000631,2024-08-13,C00349,P0017,8,1129.3,0.0,9034.4,0.0,9034.4,6124.88,2909.52,0.322,20240813
SO000632,2023-07-24,C00115,P0002,7,239.03,0.05,1673.21,83.66,1589.55,731.57,857.98,0.5398,20230724
SO000633,2022-02-21,C00172,P0003,12,329.69,0.0,3956.28,0.0,3956.28,2268.84,1687.44,0.4265,20220221
SO000634,2023-02-08,C00470,P0008,3,1292.98,0.0,3878.94,0.0,3878.94,1733.19,2145.75,0.5532,20230208
SO000635,2024-06-03,C00015,P0016,1,794.81,0.05,794.81,39.74,755.07,368.65,386.42,0.5118,20240603
SO000636,2022-08-09,C00129,P0008,8,1292.98,0.0,10343.84,0.0,10343.84,4621.84,5722.0,0.5532,20220809
SO000637,2023-04-30,C00171,P0017,2,1129.3,0.1,2258.6,225.86,2032.74,1531.22,501.52,0.2467,20230430
SO000638,2022-09-13,C00321,P0015,2,1099.41,0.2,2198.82,439.76,1759.06,954.44,804.62,0.4574,20220913
SO000639,2022-09-19,C00456,P0003,1,329.69,0.15,329.69,49.45,280.24,189.07,91.17,0.3253,20220919
SO000640,2022-05-15,C00321,P0014,2,1773.38,0.05,3546.76,177.34,3369.42,1484.8,1884.62,0.5593,20220515
SO000641,2022-07-16,C00196,P0013,10,183.15,0.1,1831.5,183.15,1648.35,996.0,652.35,0.3958,20220716
SO000642,2022-01-22,C00338,P0020,8,1298.32,0.0,10386.56,0.0,10386.56,5387.76,4998.8,0.4813,20220122
SO000643,2023-11-27,C00318,P0004,16,1701.98,0.15,27231.68,4084.75,23146.93,10663.36,12483.57,0.5393,20231127
SO000644,2023-01-30,C00169,P0019,2,133.67,0.0,267.34,0.0,267.34,106.26,161.08,0.6025,20230130
SO000645,2022-09-16,C00405,P0007,11,213.28,0.05,2346.08,117.3,2228.78,1582.46,646.32,0.29,20220916
SO000646,2023-01-16,C00318,P0015,4,1099.41,0.0,4397.64,0.0,4397.64,1908.88,2488.76,0.5659,20230116
SO000647,2024-11-16,C00300,P0014,16,1773.38,0.1,28374.08,2837.41,25536.67,11878.4,13658.27,0.5348,20241116
SO000648,2022-10-29,C00398,P0005,8,483.19,0.0,3865.52,0.0,3865.52,1953.68,1911.84,0.4946,20221029
SO000649,2022-10-24,C00005,P0017,1,1129.3,0.0,1129.3,0.0,1129.3,765.61,363.69,0.322,20221024
SO000650,2023-12-06,C00028,P0014,6,1773.38,0.2,10640.28,2128.06,8512.22,4454.4,4057.82,0.4767,20231206
SO000651,2023-01-23,C00036,P0011,11,612.61,0.0,6738.71,0.0,6738.71,3557.62,3181.09,0.4721,20230123
SO000652,2023-11-19,C00355,P0011,15,612.61,0.0,9189.15,0.0,9189.15,4851.3,4337.85,0.4721,20231119
SO000653,2024-10-12,C00449,P0002,4,239.03,0.15,956.12,143.42,812.7,418.04,394.66,0.4856,20241012
SO000654,2023-03-13,C00239,P0020,4,1298.32,0.0,5193.28,0.0,5193.28,2693.88,2499.4,0.4813,20230313
SO000655,2023-02-25,C00414,P0013,7,183.15,0.0,1282.05,0.0,1282.05,697.2,584.85,0.4562,20230225
SO000656,2022-03-03,C00038,P0012,9,1402.52,0.0,12622.68,0.0,12622.68,5655.78,6966.9,0.5519,20220303
SO000657,2022-03-31,C00300,P0012,1,1402.52,0.0,1402.52,0.0,1402.52,628.42,774.1,0.5519,20220331
SO000658,2023-11-27,C00135,P0006,13,769.69,0.0,10005.97,0.0,10005.97,7359.95,2646.02,0.2644,20231127
SO000659,2022-02-12,C00135,P0004,11,1701.98,0.0,18721.78,0.0,18721.78,7331.06,11390.72,0.6084,20220212
SO000660,2023-09-17,C00174,P0007,8,213.28,0.0,1706.24,0.0,1706.24,1150.88,555.36,0.3255,20230917
SO000661,2024-06-07,C00482,P0017,12,1129.3,0.0,13551.6,0.0,13551.6,9187.32,4364.28,0.322,20240607
SO000662,2023-01-28,C00407,P0007,9,213.28,0.0,1919.52,0.0,1919.52,1294.74,624.78,0.3255,20230128
SO000663,2022-04-05,C00326,P0008,10,1292.98,0.05,12929.8,646.49,12283.31,5777.3,6506.01,0.5297,20220405
SO000664,2023-05-22,C00077,P0011,1,612.61,0.05,612.61,30.63,581.98,323.42,258.56,0.4443,20230522
SO000665,2024-09-28,C00261,P0019,4,133.67,0.1,534.68,53.47,481.21,212.52,268.69,0.5584,20240928
SO000666,2022-12-09,C00315,P0003,13,329.69,0.0,4285.97,0.0,4285.97,2457.91,1828.06,0.4265,20221209
SO000667,2024-11-28,C00192,P0016,12,794.81,0.0,9537.72,0.0,9537.72,4423.8,5113.92,0.5362,20241128
SO000668,2024-08-28,C00248,P0016,5,794.81,0.05,3974.05,198.7,3775.35,1843.25,1932.1,0.5118,20240828
SO000669,2023-03-01,C00333,P0002,4,239.03,0.15,956.12,143.42,812.7,418.04,394.66,0.4856,20230301
SO000670,2024-05-20,C00112,P0010,7,407.06,0.05,2849.42,142.47,2706.95,1135.54,1571.41,0.5805,20240520
SO000671,2022-10-03,C00282,P0003,2,329.69,0.0,659.38,0.0,659.38,378.14,281.24,0.4265,20221003
SO000672,2024-11-15,C00022,P0015,15,1099.41,0.0,16491.15,0.0,16491.15,7158.3,9332.85,0.5659,20241115
SO000673,2023-10-12,C00189,P0016,5,794.81,0.0,3974.05,0.0,3974.05,1843.25,2130.8,0.5362,20231012
SO000674,2024-01-06,C00331,P0003,2,329.69,0.0,659.38,0.0,659.38,378.14,281.24,0.4265,20240106
SO000675,2023-04-12,C00041,P0009,2,207.23,0.0,414.46,0.0,414.46,197.92,216.54,0.5225,20230412
SO000676,2023-11-06,C00171,P0007,8,213.28,0.0,1706.24,0.0,1706.24,1150.88,555.36,0.3255,20231106
SO000677,2022-10-10,C00141,P0007,12,213.28,0.1,2559.36,255.94,2303.42,1726.32,577.1,0.2505,20221010
SO000678,2023-12-11,C00154,P0010,10,407.06,0.15,4070.6,610.59,3460.01,1622.2,1837.81,0.5312,20231211
SO000679,2024-11-15,C00007,P0016,5,794.81,0.15,3974.05,596.11,3377.94,1843.25,1534.69,0.4543,20241115
SO000680,2023-04-24,C00108,P0016,9,794.81,0.05,7153.29,357.66,6795.63,3317.85,3477.78,0.5118,20230424
SO000681,2023-11-29,C00417,P0015,3,1099.41,0.0,3298.23,0.0,3298.23,1431.66,1866.57,0.5659,20231129
SO000682,2023-03-06,C00358,P0014,8,1773.38,0.0,14187.04,0.0,14187.04,5939.2,8247.84,0.5814,20230306
SO000683,2023-09-18,C00296,P0005,12,483.19,0.0,5798.28,0.0,5798.28,2930.52,2867.76,0.4946,20230918
SO000684,2024-05-08,C00174,P0008,7,1292.98,0.05,9050.86,452.54,8598.32,4044.11,4554.21,0.5297,20240508
SO000685,2023-10-30,C00276,P0010,10,407.06,0.0,4070.6,0.0,4070.6,1622.2,2448.4,0.6015,20231030
SO000686,2024-03-11,C00079,P0011,7,612.61,0.0,4288.27,0.0,4288.27,2263.94,2024.33,0.4721,20240311
SO000687,2022-08-11,C00097,P0016,6,794.81,0.05,4768.86,238.44,4530.42,2211.9,2318.52,0.5118,20220811
SO000688,2022-08-02,C00048,P0006,11,769.69,0.05,8466.59,423.33,8043.26,6227.65,1815.61,0.2257,20220802
SO000689,2023-01-18,C00251,P0001,4,1184.23,0.0,4736.92,0.0,4736.92,2123.52,2613.4,0.5517,20230118
SO000690,2024-12-09,C00120,P0010,3,407.06,0.0,1221.18,0.0,1221.18,486.66,734.52,0.6015,20241209
SO000691,2024-03-11,C00168,P0014,3,1773.38,0.2,5320.14,1064.03,4256.11,2227.2,2028.91,0.4767,20240311
SO000692,2024-03-07,C00381,P0003,4,329.69,0.0,1318.76,0.0,1318.76,756.28,562.48,0.4265,20240307
SO000693,2024-08-30,C00364,P0022,3,316.23,0.05,948.69,47.43,901.26,462.3,438.96,0.4871,20240830
SO000694,2024-07-28,C00258,P0022,5,316.23,0.0,1581.15,0.0,1581.15,770.5,810.65,0.5127,20240728
SO000695,2023-05-21,C00423,P0013,9,183.15,0.0,1648.35,0.0,1648.35,896.4,751.95,0.4562,20230521
SO000696,2022-03-22,C00237,P0019,12,133.67,0.0,1604.04,0.0,1604.04,637.56,966.48,0.6025,20220322
SO000697,2024-03-11,C00178,P0010,10,407.06,0.1,4070.6,407.06,3663.54,1622.2,2041.34,0.5572,20240311
SO000698,2024-06-03,C00092,P0020,8,1298.32,0.0,10386.56,0.0,10386.56,5387.76,4998.8,0.4813,20240603
SO000699,2022-03-31,C00049,P0013,4,183.15,0.15,732.6,109.89,622.71,398.4,224.31,0.3602,20220331
SO000700,2022-05-17,C00276,P0010,12,407.06,0.1,4884.72,488.47,4396.25,1946.64,2449.61,0.5572,20220517
SO000701,2022-09-06,C00211,P0018,6,808.88,0.0,4853.28,0.0,4853.28,2439.48,2413.8,0.4974,20220906
SO000702,2024-07-12,C00167,P0014,3,1773.38,0.0,5320.14,0.0,5320.14,2227.2,3092.94,0.5814,20240712
SO000703,2024-08-03,C00038,P0021,7,1034.07,0.0,7238.49,0.0,7238.49,2898.28,4340.21,0.5996,20240803
SO000704,2023-05-29,C00020,P0001,2,1184.23,0.1,2368.46,236.85,2131.61,1061.76,1069.85,0.5019,20230529
SO000705,2024-08-02,C00238,P0016,2,794.81,0.0,1589.62,0.0,1589.62,737.3,852.32,0.5362,20240802
SO000706,2024-08-22,C00225,P0005,5,483.19,0.1,2415.95,241.59,2174.36,1221.05,953.31,0.4384,20240822
SO000707,2023-08-26,C00052,P0006,2,769.69,0.05,1539.38,76.97,1462.41,1132.3,330.11,0.2257,20230826
SO000708,2023-07-14,C00391,P0001,3,1184.23,0.0,3552.69,0.0,3552.69,1592.64,1960.05,0.5517,20230714
SO000709,2024-12-26,C00458,P0022,6,316.23,0.0,1897.38,0.0,1897.38,924.6,972.78,0.5127,20241226
SO000710,2022-07-30,C00268,P0021,7,1034.07,0.05,7238.49,361.92,6876.57,2898.28,3978.29,0.5785,20220730
SO000711,2023-02-18,C00025,P0013,4,183.15,0.0,732.6,0.0,732.6,398.4,334.2,0.4562,20230218
SO000712,2022-01-30,C00216,P0001,6,1184.23,0.1,7105.38,710.54,6394.84,3185.28,3209.56,0.5019,20220130
SO000713,2022-12-10,C00491,P0004,17,1701.98,0.0,28933.66,0.0,28933.66,11329.82,17603.84,0.6084,20221210
SO000714,2023-01-24,C00168,P0011,10,612.61,0.0,6126.1,0.0,6126.1,3234.2,2891.9,0.4721,20230124
SO000715,2023-03-14,C00062,P0008,2,1292.98,0.0,2585.96,0.0,2585.96,1155.46,1430.5,0.5532,20230314
