order_id,date_id,customer_id,product_id,quantity,unit_price,discount_pct,gross_amount,discount_amount,net_revenue,total_cost,profit,profit_margin_pct
SO005235,20221205,C00467,P0016,13,794.81,0.15,10332.53,1549.88,8782.65,4792.45,3990.2,0.4543
SO005236,20230410,C00493,P0017,11,1129.3,0.0,12422.3,0.0,12422.3,8421.71,4000.59,0.322
SO005237,20230626,C00201,P0003,12,329.69,0.1,3956.28,395.63,3560.65,2268.84,1291.81,0.3628
SO005238,20240320,C00019,P0015,7,1099.41,0.05,7695.87,384.79,7311.08,3340.54,3970.54,0.5431
SO005239,20230620,C00232,P0017,3,1129.3,0.0,3387.9,0.0,3387.9,2296.83,1091.07,0.322
SO005241,20221214,C00432,P0016,6,794.81,0.1,4768.86,476.89,4291.97,2211.9,2080.07,0.4846
SO005242,20240125,C00368,P0012,3,1402.52,0.05,4207.56,210.38,3997.18,1885.26,2111.92,0.5284
SO005243,20230714,C00307,P0020,8,1298.32,0.2,10386.56,2077.31,8309.25,5387.76,2921.49,0.3516
SO005244,20241028,C00110,P0016,3,794.81,0.05,2384.43,119.22,2265.21,1105.95,1159.26,0.5118
SO005245,20240818,C00245,P0019,11,133.67,0.1,1470.37,147.04,1323.33,584.43,738.9,0.5584
SO005246,20240627,C00107,P0013,7,183.15,0.0,1282.05,0.0,1282.05,697.2,584.85,0.4562
SO005247,20230324,C00021,P0012,10,1402.52,0.0,14025.2,0.0,14025.2,6284.2,7741.0,0.5519
SO005248,20230416,C00003,P0009,10,207.23,0.0,2072.3,0.0,2072.3,989.6,1082.7,0.5225
SO005249,20221001,C00223,P0001,9,1184.23,0.0,10658.07,0.0,10658.07,4777.92,5880.15,0.5517
SO005250,20240521,C00324,P0013,12,183.15,0.0,2197.8,0.0,2197.8,1195.2,1002.6,0.4562
SO005251,20240816,C00158,P0022,7,316.23,0.0,2213.61,0.0,2213.61,1078.7,1134.91,0.5127
SO005252,20220628,C00409,P0006,1,769.69,0.0,769.69,0.0,769.69,566.15,203.54,0.2644
SO005253,20240217,C00340,P0005,5,483.19,0.1,2415.95,241.59,2174.36,1221.05,953.31,0.4384
SO005254,20230723,C00012,P0005,6,483.19,0.05,2899.14,144.96,2754.18,1465.26,1288.92,0.468
SO005255,20230425,C00403,P0020,6,1298.32,0.0,7789.92,0.0,7789.92,4040.82,3749.1,0.4813
SO005256,20230516,C00142,P0021,8,1034.07,0.1,8272.56,827.26,7445.3,3312.32,4132.98,0.5551
SO005257,20240704,C00170,P0002,12,239.03,0.15,2868.36,430.25,2438.11,1254.12,1183.99,0.4856
SO005258,20240728,C00397,P0011,4,612.61,0.0,2450.44,0.0,2450.44,1293.68,1156.76,0.4721
SO005259,20221113,C00384,P0012,9,1402.52,0.0,12622.68,0.0,12622.68,5655.78,6966.9,0.5519
SO005260,20230818,C00419,P0018,7,808.88,0.0,5662.16,0.0,5662.16,2846.06,2816.1,0.4974
SO005261,20241004,C00043,P0022,6,316.23,0.1,1897.38,189.74,1707.64,924.6,783.04,0.4586
SO005262,20221225,C00302,P0021,15,1034.07,0.0,15511.05,0.0,15511.05,6210.6,9300.45,0.5996
SO005263,20221128,C00220,P0011,6,612.61,0.1,3675.66,367.57,3308.09,1940.52,1367.57,0.4134
SO005264,20220419,C00448,P0019,3,133.67,0.0,401.01,0.0,401.01,159.39,241.62,0.6025
SO005265,20240615,C00138,P0002,1,239.03,0.0,239.03,0.0,239.03,104.51,134.52,0.5628
SO005266,20220921,C00293,P0003,5,329.69,0.0,1648.45,0.0,1648.45,945.35,703.1,0.4265
SO005267,20230330,C00456,P0011,12,612.61,0.05,7351.32,367.57,6983.75,3881.04,3102.71,0.4443
SO005268,20240914,C00346,P0020,7,1298.32,0.1,9088.24,908.82,8179.42,4714.29,3465.13,0.4236
SO005269,20231002,C00214,P0003,3,329.69,0.1,989.07,98.91,890.16,567.21,322.95,0.3628
SO005270,20231227,C00031,P0017,5,1129.3,0.0,5646.5,0.0,5646.5,3828.05,1818.45,0.322
SO005271,20220606,C00454,P0014,2,1773.38,0.05,3546.76,177.34,3369.42,1484.8,1884.62,0.5593
SO005272,20241203,C00230,P0005,5,483.19,0.05,2415.95,120.8,2295.15,1221.05,1074.1,0.468
SO005273,20230324,C00458,P0007,12,213.28,0.05,2559.36,127.97,2431.39,1726.32,705.07,0.29
SO005274,20240912,C00314,P0003,2,329.69,0.1,659.38,65.94,593.44,378.14,215.3,0.3628
SO005275,20230419,C00126,P0007,1,213.28,0.05,213.28,10.66,202.62,143.86,58.76,0.29
SO005276,20230910,C00271,P0021,4,1034.07,0.0,4136.28,0.0,4136.28,1656.16,2480.12,0.5996
SO005277,20220202,C00341,P0006,11,769.69,0.05,8466.59,423.33,8043.26,6227.65,1815.61,0.2257
SO005278,20220409,C00467,P0018,12,808.88,0.0,9706.56,0.0,9706.56,4878.96,4827.6,0.4974
SO005279,20240921,C00124,P0014,12,1773.38,0.2,21280.56,4256.11,17024.45,8908.8,8115.65,0.4767
SO005280,20240720,C00235,P0015,4,1099.41,0.15,4397.64,659.65,3737.99,1908.88,1829.11,0.4893
SO005281,20240102,C00194,P0010,6,407.06,0.0,2442.36,0.0,2442.36,973.32,1469.04,0.6015
SO005282,20220815,C00129,P0017,10,1129.3,0.0,11293.0,0.0,11293.0,7656.1,3636.9,0.322
SO005283,20220809,C00184,P0004,1,1701.98,0.0,1701.98,0.0,1701.98,666.46,1035.52,0.6084
SO005284,20230427,C00191,P0007,1,213.28,0.05,213.28,10.66,202.62,143.86,58.76,0.29
SO005285,20230122,C00354,P0008,11,1292.98,0.15,14222.78,2133.42,12089.36,6355.03,5734.33,0.4743
SO005286,20230930,C00382,P0003,11,329.69,0.05,3626.59,181.33,3445.26,2079.77,1365.49,0.3963
SO005287,20221021,C00238,P0001,7,1184.23,0.0,8289.61,0.0,8289.61,3716.16,4573.45,0.5517
SO005288,20240229,C00217,P0001,8,1184.23,0.0,9473.84,0.0,9473.84,4247.04,5226.8,0.5517
SO005289,20230919,C00064,P0010,9,407.06,0.0,3663.54,0.0,3663.54,1459.98,2203.56,0.6015
SO005290,20230809,C00464,P0014,9,1773.38,0.2,15960.42,3192.08,12768.34,6681.6,6086.74,0.4767
SO005291,20240717,C00070,P0015,4,1099.41,0.0,4397.64,0.0,4397.64,1908.88,2488.76,0.5659
SO005292,20240905,C00291,P0011,3,612.61,0.0,1837.83,0.0,1837.83,970.26,867.57,0.4721
SO005293,20241104,C00380,P0012,15,1402.52,0.0,21037.8,0.0,21037.8,9426.3,11611.5,0.5519
SO005294,20230106,C00192,P0018,9,808.88,0.0,7279.92,0.0,7279.92,3659.22,3620.7,0.4974
SO005295,20230907,C00458,P0003,10,329.69,0.0,3296.9,0.0,3296.9,1890.7,1406.2,0.4265
SO005296,20220518,C00171,P0020,12,1298.32,0.1,15579.84,1557.98,14021.86,8081.64,5940.22,0.4236
SO005297,20230824,C00419,P0013,5,183.15,0.0,915.75,0.0,915.75,498.0,417.75,0.4562
SO005298,20220113,C00423,P0019,1,133.67,0.0,133.67,0.0,133.67,53.13,80.54,0.6025
SO005299,20241213,C00447,P0005,10,483.19,0.0,4831.9,0.0,4831.9,2442.1,2389.8,0.4946
SO005300,20220522,C00456,P0001,9,1184.23,0.05,10658.07,532.9,10125.17,4777.92,5347.25,0.5281
SO005301,20220913,C00178,P0002,11,239.03,0.0,2629.33,0.0,2629.33,1149.61,1479.72,0.5628
SO005302,20230413,C00478,P0020,7,1298.32,0.0,9088.24,0.0,9088.24,4714.29,4373.95,0.4813
SO005303,20220920,C00463,P0002,9,239.03,0.05,2151.27,107.56,2043.71,940.59,1103.12,0.5398
SO005304,20240803,C00342,P0003,8,329.69,0.15,2637.52,395.63,2241.89,1512.56,729.33,0.3253
SO005305,20240517,C00124,P0009,1,207.23,0.05,207.23,10.36,196.87,98.96,97.91,0.4973
SO005306,20220126,C00340,P0010,12,407.06,0.0,4884.72,0.0,4884.72,1946.64,2938.08,0.6015
SO005307,20240229,C00382,P0003,5,329.69,0.0,1648.45,0.0,1648.45,945.35,703.1,0.4265
SO005308,20230102,C00177,P0010,12,407.06,0.05,4884.72,244.24,4640.48,1946.64,2693.84,0.5805
SO005309,20240329,C00446,P0005,8,483.19,0.05,3865.52,193.28,3672.24,1953.68,1718.56,0.468
SO005310,20220417,C00492,P0012,7,1402.52,0.15,9817.64,1472.65,8344.99,4398.94,3946.05,0.4729
SO005311,20240105,C00036,P0012,12,1402.52,0.0,16830.24,0.0,16830.24,7541.04,9289.2,0.5519
SO005312,20240502,C00213,P0022,2,316.23,0.15,632.46,94.87,537.59,308.2,229.39,0.4267
SO005313,20220330,C00457,P0010,10,407.06,0.0,4070.6,0.0,4070.6,1622.2,2448.4,0.6015
SO005314,20220129,C00129,P0014,6,1773.38,0.05,10640.28,532.01,10108.27,4454.4,5653.87,0.5593
SO005315,20220527,C00212,P0004,4,1701.98,0.0,6807.92,0.0,6807.92,2665.84,4142.08,0.6084
SO005316,20230619,C00096,P0005,6,483.19,0.15,2899.14,434.87,2464.27,1465.26,999.01,0.4054
SO005317,20220518,C00311,P0013,10,183.15,0.0,1831.5,0.0,1831.5,996.0,835.5,0.4562
SO005318,20240712,C00220,P0019,12,133.67,0.15,1604.04,240.61,1363.43,637.56,725.87,0.5324
SO005319,20240922,C00450,P0013,9,183.15,0.0,1648.35,0.0,1648.35,896.4,751.95,0.4562
SO005320,20240416,C00260,P0021,12,1034.07,0.0,12408.84,0.0,12408.84,4968.48,7440.36,0.5996
SO005321,20221128,C00030,P0012,12,1402.52,0.05,16830.24,841.51,15988.73,7541.04,8447.69,0.5284
SO005322,20230105,C00293,P0006,6,769.69,0.1,4618.14,461.81,4156.33,3396.9,759.43,0.1827
SO005323,20220109,C00069,P0008,2,1292.98,0.0,2585.96,0.0,2585.96,1155.46,1430.5,0.5532
SO005324,20220815,C00368,P0001,8,1184.23,0.0,9473.84,0.0,9473.84,4247.04,5226.8,0.5517
SO005325,20241025,C00047,P0019,7,133.67,0.0,935.69,0.0,935.69,371.91,563.78,0.6025
SO005326,20240114,C00429,P0017,11,1129.3,0.0,12422.3,0.0,12422.3,8421.71,4000.59,0.322
SO005327,20221222,C00404,P0005,6,483.19,0.0,2899.14,0.0,2899.14,1465.26,1433.88,0.4946
SO005328,20231224,C00106,P0021,12,1034.07,0.0,12408.84,0.0,12408.84,4968.48,7440.36,0.5996
SO005330,20230321,C00005,P0002,12,239.03,0.0,2868.36,0.0,2868.36,1254.12,1614.24,0.5628
SO005331,20241208,C00066,P0010,5,407.06,0.1,2035.3,203.53,1831.77,811.1,1020.67,0.5572
SO005332,20231028,C00196,P0007,3,213.28,0.05,639.84,31.99,607.85,431.58,176.27,0.29
SO005333,20220826,C00212,P0003,9,329.69,0.05,2967.21,148.36,2818.85,1701.63,1117.22,0.3963
SO005334,20220107,C00125,P0018,11,808.88,0.1,8897.68,889.77,8007.91,4472.38,3535.53,0.4415
SO005335,20231106,C00369,P0019,13,133.67,0.05,1737.71,86.89,1650.82,690.69,960.13,0.5816
SO005336,20231117,C00035,P0018,6,808.88,0.15,4853.28,727.99,4125.29,2439.48,1685.81,0.4087
SO005337,20220712,C00364,P0004,11,1701.98,0.15,18721.78,2808.27,15913.51,7331.06,8582.45,0.5393
SO005338,20220303,C00249,P0020,4,1298.32,0.05,5193.28,259.66,4933.62,2693.88,2239.74,0.454
SO005339,20230915,C00201,P0021,8,1034.07,0.0,8272.56,0.0,8272.56,3312.32,4960.24,0.5996
SO005340,20241121,C00213,P0011,8,612.61,0.0,4900.88,0.0,4900.88,2587.36,2313.52,0.4721
SO005341,20220411,C00252,P0020,12,1298.32,0.0,15579.84,0.0,15579.84,8081.64,7498.2,0.4813
SO005342,20241001,C00016,P0008,6,1292.98,0.0,7757.88,0.0,7757.88,3466.38,4291.5,0.5532
SO005343,20230216,C00381,P0004,3,1701.98,0.1,5105.94,510.59,4595.35,1999.38,2595.97,0.5649
SO005344,20231107,C00353,P0015,10,1099.41,0.0,10994.1,0.0,10994.1,4772.2,6221.9,0.5659
SO005345,20220422,C00025,P0008,6,1292.98,0.0,7757.88,0.0,7757.88,3466.38,4291.5,0.5532
SO005346,20220915,C00405,P0003,12,329.69,0.15,3956.28,593.44,3362.84,2268.84,1094.0,0.3253
SO005347,20230822,C00435,P0020,9,1298.32,0.05,11684.88,584.24,11100.64,6061.23,5039.41,0.454
SO005348,20241031,C00371,P0020,4,1298.32,0.05,5193.28,259.66,4933.62,2693.88,2239.74,0.454
SO005349,20231103,C00465,P0003,3,329.69,0.0,989.07,0.0,989.07,567.21,421.86,0.4265
SO005350,20220702,C00138,P0019,4,133.67,0.0,534.68,0.0,534.68,212.52,322.16,0.6025
SO005351,20231211,C00226,P0014,5,1773.38,0.05,8866.9,443.35,8423.55,3712.0,4711.55,0.5593
SO005352,20220811,C00361,P0013,10,183.15,0.05,1831.5,91.58,1739.92,996.0,743.92,0.4276
SO005353,20220218,C00289,P0022,3,316.23,0.05,948.69,47.43,901.26,462.3,438.96,0.4871
SO005354,20230124,C00399,P0010,11,407.06,0.15,4477.66,671.65,3806.01,1784.42,2021.59,0.5312
SO005355,20240910,C00164,P0015,7,1099.41,0.15,7695.87,1154.38,6541.49,3340.54,3200.95,0.4893
SO005356,20240613,C00471,P0018,6,808.88,0.05,4853.28,242.66,4610.62,2439.48,2171.14,0.4709
SO005357,20220705,C00452,P0002,12,239.03,0.0,2868.36,0.0,2868.36,1254.12,1614.24,0.5628
SO005358,20230120,C00228,P0017,3,1129.3,0.15,3387.9,508.19,2879.71,2296.83,582.88,0.2024
SO005359,20230121,C00380,P0012,7,1402.52,0.1,9817.64,981.76,8835.88,4398.94,4436.94,0.5022
SO005360,20221112,C00146,P0003,16,329.69,0.0,5275.04,0.0,5275.04,3025.12,2249.92,0.4265
SO005361,20230416,C00397,P0011,7,612.61,0.0,4288.27,0.0,4288.27,2263.94,2024.33,0.4721
SO005362,20221006,C00480,P0015,1,1099.41,0.05,1099.41,54.97,1044.44,477.22,567.22,0.5431
SO005363,20230316,C00115,P0021,9,1034.07,0.15,9306.63,1395.99,7910.64,3726.36,4184.28,0.5289
SO005364,20240524,C00006,P0019,7,133.67,0.15,935.69,140.35,795.34,371.91,423.43,0.5324
SO005365,20230213,C00084,P0001,11,1184.23,0.0,13026.53,0.0,13026.53,5839.68,7186.85,0.5517
SO005366,20240111,C00115,P0013,7,183.15,0.0,1282.05,0.0,1282.05,697.2,584.85,0.4562
SO005367,20231213,C00323,P0001,10,1184.23,0.05,11842.3,592.12,11250.18,5308.8,5941.38,0.5281
SO005368,20240415,C00430,P0007,8,213.28,0.0,1706.24,0.0,1706.24,1150.88,555.36,0.3255
SO005369,20230515,C00231,P0007,2,213.28,0.0,426.56,0.0,426.56,287.72,138.84,0.3255
SO005370,20230709,C00485,P0011,7,612.61,0.15,4288.27,643.24,3645.03,2263.94,1381.09,0.3789
SO005371,20220413,C00496,P0008,6,1292.98,0.05,7757.88,387.89,7369.99,3466.38,3903.61,0.5297
SO005372,20231108,C00030,P0006,6,769.69,0.2,4618.14,923.63,3694.51,3396.9,297.61,0.0806
SO005373,20240509,C00091,P0014,3,1773.38,0.0,5320.14,0.0,5320.14,2227.2,3092.94,0.5814
SO005374,20220308,C00459,P0002,10,239.03,0.0,2390.3,0.0,2390.3,1045.1,1345.2,0.5628
SO005375,20240301,C00047,P0010,2,407.06,0.1,814.12,81.41,732.71,324.44,408.27,0.5572
SO005376,20220325,C00376,P0001,1,1184.23,0.0,1184.23,0.0,1184.23,530.88,653.35,0.5517
SO005377,20240712,C00456,P0002,4,239.03,0.05,956.12,47.81,908.31,418.04,490.27,0.5398
SO005378,20230925,C00226,P0008,12,1292.98,0.0,15515.76,0.0,15515.76,6932.76,8583.0,0.5532
SO005379,20220308,C00294,P0008,9,1292.98,0.05,11636.82,581.84,11054.98,5199.57,5855.41,0.5297
SO005380,20240214,C00272,P0011,8,612.61,0.0,4900.88,0.0,4900.88,2587.36,2313.52,0.4721
SO005381,20231219,C00492,P0001,8,1184.23,0.0,9473.84,0.0,9473.84,4247.04,5226.8,0.5517
SO005382,20240105,C00336,P0006,11,769.69,0.0,8466.59,0.0,8466.59,6227.65,2238.94,0.2644
SO005383,20230207,C00336,P0002,6,239.03,0.05,1434.18,71.71,1362.47,627.06,735.41,0.5398
SO005384,20230802,C00151,P0006,2,769.69,0.1,1539.38,153.94,1385.44,1132.3,253.14,0.1827
SO005385,20220316,C00320,P0019,12,133.67,0.05,1604.04,80.2,1523.84,637.56,886.28,0.5816
SO005386,20240705,C00286,P0018,11,808.88,0.0,8897.68,0.0,8897.68,4472.38,4425.3,0.4974
SO005387,20240304,C00019,P0021,3,1034.07,0.1,3102.21,310.22,2791.99,1242.12,1549.87,0.5551
SO005388,20230218,C00459,P0003,5,329.69,0.0,1648.45,0.0,1648.45,945.35,703.1,0.4265
SO005389,20230323,C00499,P0016,9,794.81,0.0,7153.29,0.0,7153.29,3317.85,3835.44,0.5362
SO005390,20241217,C00100,P0001,3,1184.23,0.05,3552.69,177.63,3375.06,1592.64,1782.42,0.5281
SO005391,20230223,C00388,P0019,11,133.67,0.05,1470.37,73.52,1396.85,584.43,812.42,0.5816
SO005392,20240228,C00005,P0006,7,769.69,0.0,5387.83,0.0,5387.83,3963.05,1424.78,0.2644
SO005393,20230925,C00063,P0012,9,1402.52,0.0,12622.68,0.0,12622.68,5655.78,6966.9,0.5519
SO005394,20220609,C00423,P0004,8,1701.98,0.05,13615.84,680.79,12935.05,5331.68,7603.37,0.5878
SO005395,20240715,C00230,P0013,8,183.15,0.0,1465.2,0.0,1465.2,796.8,668.4,0.4562
SO005396,20221004,C00448,P0022,1,316.23,0.15,316.23,47.43,268.8,154.1,114.7,0.4267
SO005397,20231017,C00497,P0015,8,1099.41,0.0,8795.28,0.0,8795.28,3817.76,4977.52,0.5659
SO005398,20230503,C00465,P0006,11,769.69,0.1,8466.59,846.66,7619.93,6227.65,1392.28,0.1827
SO005399,20241221,C00225,P0016,12,794.81,0.0,9537.72,0.0,9537.72,4423.8,5113.92,0.5362
SO005400,20240824,C00389,P0020,11,1298.32,0.15,14281.52,2142.23,12139.29,7408.17,4731.12,0.3897
SO005401,20220512,C00451,P0015,4,1099.41,0.15,4397.64,659.65,3737.99,1908.88,1829.11,0.4893
SO005402,20240115,C00245,P0009,2,207.23,0.05,414.46,20.72,393.74,197.92,195.82,0.4973
SO005403,20231229,C00183,P0006,12,769.69,0.1,9236.28,923.63,8312.65,6793.8,1518.85,0.1827
SO005404,20241225,C00416,P0017,5,1129.3,0.2,5646.5,1129.3,4517.2,3828.05,689.15,0.1526
SO005405,20220410,C00336,P0020,12,1298.32,0.0,15579.84,0.0,15579.84,8081.64,7498.2,0.4813
SO005406,20220818,C00391,P0004,6,1701.98,0.1,10211.88,1021.19,9190.69,3998.76,5191.93,0.5649
SO005407,20231207,C00119,P0018,3,808.88,0.0,2426.64,0.0,2426.64,1219.74,1206.9,0.4974
SO005408,20240125,C00254,P0002,1,239.03,0.05,239.03,11.95,227.08,104.51,122.57,0.5398
SO005409,20230219,C00273,P0001,9,1184.23,0.1,10658.07,1065.81,9592.26,4777.92,4814.34,0.5019
SO005410,20240607,C00115,P0009,6,207.23,0.1,1243.38,124.34,1119.04,593.76,525.28,0.4694
SO005411,20220416,C00261,P0014,4,1773.38,0.15,7093.52,1064.03,6029.49,2969.6,3059.89,0.5075
SO005412,20230220,C00177,P0013,12,183.15,0.0,2197.8,0.0,2197.8,1195.2,1002.6,0.4562
SO005413,20230908,C00078,P0008,10,1292.98,0.2,12929.8,2585.96,10343.84,5777.3,4566.54,0.4415
SO005414,20220420,C00165,P0015,6,1099.41,0.0,6596.46,0.0,6596.46,2863.32,3733.14,0.5659
SO005415,20241222,C00370,P0016,16,794.81,0.0,12716.96,0.0,12716.96,5898.4,6818.56,0.5362
SO005416,20230219,C00422,P0021,3,1034.07,0.2,3102.21,620.44,2481.77,1242.12,1239.65,0.4995
SO005417,20240808,C00465,P0005,2,483.19,0.0,966.38,0.0,966.38,488.42,477.96,0.4946
SO005418,20241113,C00200,P0006,16,769.69,0.0,12315.04,0.0,12315.04,9058.4,3256.64,0.2644
SO005419,20240505,C00129,P0016,12,794.81,0.1,9537.72,953.77,8583.95,4423.8,4160.15,0.4846
SO005420,20220220,C00324,P0016,4,794.81,0.05,3179.24,158.96,3020.28,1474.6,1545.68,0.5118
SO005421,20240628,C00241,P0018,12,808.88,0.0,9706.56,0.0,9706.56,4878.96,4827.6,0.4974
SO005422,20220909,C00445,P0007,10,213.28,0.0,2132.8,0.0,2132.8,1438.6,694.2,0.3255
SO005423,20230402,C00047,P0006,3,769.69,0.05,2309.07,115.45,2193.62,1698.45,495.17,0.2257
SO005424,20230115,C00392,P0013,6,183.15,0.0,1098.9,0.0,1098.9,597.6,501.3,0.4562
SO005425,20240109,C00049,P0017,5,1129.3,0.0,5646.5,0.0,5646.5,3828.05,1818.45,0.322
SO005426,20231014,C00314,P0006,9,769.69,0.15,6927.21,1039.08,5888.13,5095.35,792.78,0.1346
SO005427,20220108,C00044,P0009,1,207.23,0.15,207.23,31.08,176.15,98.96,77.19,0.4382
SO005428,20241031,C00104,P0006,3,769.69,0.0,2309.07,0.0,2309.07,1698.45,610.62,0.2644
SO005429,20220119,C00446,P0020,5,1298.32,0.2,6491.6,1298.32,5193.28,3367.35,1825.93,0.3516
SO005430,20240108,C00488,P0013,8,183.15,0.0,1465.2,0.0,1465.2,796.8,668.4,0.4562
SO005431,20221013,C00366,P0014,2,1773.38,0.0,3546.76,0.0,3546.76,1484.8,2061.96,0.5814
SO005432,20240505,C00031,P0017,3,1129.3,0.15,3387.9,508.19,2879.71,2296.83,582.88,0.2024
SO005433,20230307,C00198,P0010,5,407.06,0.0,2035.3,0.0,2035.3,811.1,1224.2,0.6015
SO005434,20221225,C00422,P0018,6,808.88,0.0,4853.28,0.0,4853.28,2439.48,2413.8,0.4974
SO005435,20241202,C00225,P0006,15,769.69,0.1,11545.35,1154.54,10390.81,8492.25,1898.56,0.1827
SO005436,20230314,C00478,P0022,7,316.23,0.0,2213.61,0.0,2213.61,1078.7,1134.91,0.5127
SO005437,20230825,C00437,P0018,7,808.88,0.0,5662.16,0.0,5662.16,2846.06,2816.1,0.4974
SO005438,20241118,C00496,P0005,2,483.19,0.0,966.38,0.0,966.38,488.42,477.96,0.4946
SO005439,20220411,C00160,P0020,9,1298.32,0.1,11684.88,1168.49,10516.39,6061.23,4455.16,0.4236
SO005440,20220615,C00256,P0010,11,407.06,0.0,4477.66,0.0,4477.66,1784.42,2693.24,0.6015
SO005441,20230401,C00437,P0021,11,1034.07,0.0,11374.77,0.0,11374.77,4554.44,6820.33,0.5996
SO005442,20240306,C00487,P0004,7,1701.98,0.0,11913.86,0.0,11913.86,4665.22,7248.64,0.6084
SO005443,20241209,C00385,P0005,8,483.19,0.0,3865.52,0.0,3865.52,1953.68,1911.84,0.4946
SO005444,20241228,C00385,P0001,16,1184.23,0.0,18947.68,0.0,18947.68,8494.08,10453.6,0.5517
SO005445,20221108,C00488,P0013,5,183.15,0.15,915.75,137.36,778.39,498.0,280.39,0.3602
SO005446,20220104,C00054,P0021,9,1034.07,0.0,9306.63,0.0,9306.63,3726.36,5580.27,0.5996
SO005447,20220331,C00375,P0014,12,1773.38,0.05,21280.56,1064.03,20216.53,8908.8,11307.73,0.5593
SO005448,20230830,C00457,P0001,7,1184.23,0.05,8289.61,414.48,7875.13,3716.16,4158.97,0.5281
SO005449,20231119,C00314,P0022,6,316.23,0.05,1897.38,94.87,1802.51,924.6,877.91,0.487
SO005450,20221002,C00422,P0013,5,183.15,0.0,915.75,0.0,915.75,498.0,417.75,0.4562
SO005451,20230813,C00321,P0016,6,794.81,0.2,4768.86,953.77,3815.09,2211.9,1603.19,0.4202
SO005452,20220605,C00424,P0005,7,483.19,0.0,3382.33,0.0,3382.33,1709.47,1672.86,0.4946
SO005453,20230310,C00141,P0005,9,483.19,0.05,4348.71,217.44,4131.27,2197.89,1933.38,0.468
SO005454,20240801,C00434,P0001,2,1184.23,0.1,2368.46,236.85,2131.61,1061.76,1069.85,0.5019
SO005455,20241122,C00238,P0006,9,769.69,0.0,6927.21,0.0,6927.21,5095.35,1831.86,0.2644
SO005456,20220304,C00178,P0021,7,1034.07,0.0,7238.49,0.0,7238.49,2898.28,4340.21,0.5996
SO005457,20230212,C00120,P0008,2,1292.98,0.0,2585.96,0.0,2585.96,1155.46,1430.5,0.5532
SO005458,20240101,C00390,P0011,5,612.61,0.1,3063.05,306.31,2756.74,1617.1,1139.64,0.4134
SO005459,20221206,C00410,P0018,8,808.88,0.1,6471.04,647.1,5823.94,3252.64,2571.3,0.4415
SO005460,20241105,C00421,P0006,16,769.69,0.15,12315.04,1847.26,10467.78,9058.4,1409.38,0.1346
SO005461,20241108,C00093,P0002,15,239.03,0.15,3585.45,537.82,3047.63,1567.65,1479.98,0.4856
SO005462,20240314,C00433,P0015,9,1099.41,0.0,9894.69,0.0,9894.69,4294.98,5599.71,0.5659
SO005463,20221207,C00311,P0014,9,1773.38,0.2,15960.42,3192.08,12768.34,6681.6,6086.74,0.4767
SO005464,20221006,C00245,P0008,5,1292.98,0.1,6464.9,646.49,5818.41,2888.65,2929.76,0.5035
SO005465,20230504,C00308,P0010,1,407.06,0.0,407.06,0.0,407.06,162.22,244.84,0.6015
SO005466,20221211,C00188,P0002,12,239.03,0.0,2868.36,0.0,2868.36,1254.12,1614.24,0.5628
SO005467,20230417,C00499,P0008,9,1292.98,0.2,11636.82,2327.36,9309.46,5199.57,4109.89,0.4415
SO005468,20230421,C00477,P0022,8,316.23,0.05,2529.84,126.49,2403.35,1232.8,1170.55,0.487
SO005469,20230629,C00300,P0019,3,133.67,0.1,401.01,40.1,360.91,159.39,201.52,0.5584
SO005470,20230127,C00269,P0001,4,1184.23,0.2,4736.92,947.38,3789.54,2123.52,1666.02,0.4396
SO005471,20230812,C00421,P0004,9,1701.98,0.0,15317.82,0.0,15317.82,5998.14,9319.68,0.6084
SO005472,20241121,C00333,P0002,9,239.03,0.1,2151.27,215.13,1936.14,940.59,995.55,0.5142
SO005473,20241112,C00425,P0009,12,207.23,0.05,2486.76,124.34,2362.42,1187.52,1174.9,0.4973
SO005474,20220914,C00162,P0004,4,1701.98,0.0,6807.92,0.0,6807.92,2665.84,4142.08,0.6084
SO005475,20230603,C00027,P0016,5,794.81,0.0,3974.05,0.0,3974.05,1843.25,2130.8,0.5362
SO005476,20240823,C00055,P0003,2,329.69,0.0,659.38,0.0,659.38,378.14,281.24,0.4265
SO005477,20230609,C00016,P0007,6,213.28,0.0,1279.68,0.0,1279.68,863.16,416.52,0.3255
SO005478,20240322,C00142,P0017,6,1129.3,0.05,6775.8,338.79,6437.01,4593.66,1843.35,0.2864
SO005480,20220429,C00202,P0013,5,183.15,0.15,915.75,137.36,778.39,498.0,280.39,0.3602
SO005481,20220805,C00076,P0001,9,1184.23,0.0,10658.07,0.0,10658.07,4777.92,5880.15,0.5517
SO005482,20221112,C00257,P0021,9,1034.07,0.1,9306.63,930.66,8375.97,3726.36,4649.61,0.5551
SO005483,20230801,C00484,P0019,1,133.67,0.0,133.67,0.0,133.67,53.13,80.54,0.6025
SO005484,20220207,C00060,P0013,3,183.15,0.0,549.45,0.0,549.45,298.8,250.65,0.4562
SO005485,20240204,C00499,P0015,3,1099.41,0.05,3298.23,164.91,3133.32,1431.66,1701.66,0.5431
SO005486,20220416,C00485,P0018,4,808.88,0.05,3235.52,161.78,3073.74,1626.32,1447.42,0.4709
SO005487,20220523,C00241,P0017,8,1129.3,0.0,9034.4,0.0,9034.4,6124.88,2909.52,0.322
