order_id,order_date,customer_id,product_id,quantity,unit_price,discount_pct,gross_amount,discount_amount,net_revenue,total_cost
SO003075,2024-06-08,C00346,P0021,8,1034.07,0.1,8272.56,827.26,7445.3,3312.32
SO003076,2022-10-10,C00233,P0014,-1,1773.38,0.05,10640.28,532.01,10108.27,4454.4
SO003077,2022-01-29,C00426,P0006,1,769.69,0.0,769.69,0.0,769.69,566.15
SO003078,2024-04-06,C00340,P0012,5,1402.52,0.15,7012.6,1051.89,5960.71,3142.1
SO003079,2023-10-08,C00230,P0009,10,207.23,0.0,2072.3,0.0,2072.3,989.6
SO003080,2024-09-19,C00474,P0007,12,213.28,0.05,2559.36,127.97,2431.39,1726.32
SO003081,2023-06-12,C00307,P0003,10,329.69,0.15,3296.9,494.53,2802.37,1890.7
SO003082,2023-10-08,C00379,P0020,6,1298.32,0.0,7789.92,0.0,7789.92,4040.82
SO003083,2022-10-20,C00339,P0007,7,213.28,0.1,1492.96,149.3,1343.66,1007.02
SO003084,2023-06-11,C00068,P0008,7,1292.98,0.0,9050.86,0.0,9050.86,4044.11
SO003085,2022-06-02,C00300,P0018,11,808.88,0.15,8897.68,1334.65,7563.03,4472.38
SO003086,2023-04-12,C00288,P0011,5,612.61,0.0,3063.05,0.0,3063.05,1617.1
SO003087,2022-12-01,C00231,P0014,5,1773.38,0.15,8866.9,1330.03,7536.87,3712.0
SO003088,2024-10-16,C00361,P0010,5,407.06,0.0,2035.3,0.0,2035.3,811.1
SO003089,2024-08-02,C00175,P0013,12,183.15,0.05,2197.8,109.89,2087.91,1195.2
SO003090,2024-12-13,C00397,P0017,5,1129.3,0.15,5646.5,846.98,4799.52,3828.05
SO003091,2024-09-16,C00330,P0018,1,808.88,0.0,808.88,0.0,808.88,406.58
SO003092,2024-12-05,C00035,P0013,2,183.15,0.0,366.3,0.0,366.3,199.2
SO003093,2024-01-28,C00358,P0009,7,207.23,0.0,1450.61,0.0,1450.61,692.72
SO003094,2024-03-12,C00275,P0009,1,207.23,0.1,207.23,20.72,186.51,98.96
SO003095,2023-07-06,C00228,P0020,10,1298.32,0.1,12983.2,1298.32,11684.88,6734.7
SO003096,2022-01-08,C00278,P0008,10,1292.98,0.15,12929.8,1939.47,10990.33,5777.3
SO003097,2022-04-14,C00412,P0004,9,1701.98,0.0,15317.82,0.0,15317.82,5998.14
SO003098,2022-09-29,C00197,P0013,1,183.15,0.0,183.15,0.0,183.15,99.6
SO003099,2024-11-03,C00376,P0015,10,1099.41,0.2,10994.1,2198.82,8795.28,4772.2
SO003100,2023-10-23,C00268,P0013,6,183.15,0.1,1098.9,109.89,989.01,597.6
SO003101,2023-06-06,C00052,P0006,-1,769.69,0.0,6157.52,0.0,6157.52,4529.2
SO003102,2023-11-23,C00269,P0015,13,1099.41,0.1,14292.33,1429.23,12863.1,6203.86
SO003103,2022-04-28,C00068,P0010,6,407.06,0.0,2442.36,0.0,2442.36,973.32
SO003104,2022-12-25,C00055,P0005,8,483.19,0.15,3865.52,579.83,3285.69,1953.68
SO003105,2024-08-25,C00302,P0020,5,1298.32,0.0,6491.6,0.0,6491.6,3367.35
SO003106,2024-04-12,C00104,P0017,9,1129.3,0.2,10163.7,2032.74,8130.96,6890.49
SO003107,2024-08-20,C00429,P0011,1,612.61,0.1,612.61,61.26,551.35,323.42
SO003108,2022-04-04,C00210,P0007,10,213.28,0.0,2132.8,0.0,2132.8,1438.6
SO003109,2024-04-22,C00109,P0017,1,1129.3,0.0,1129.3,0.0,1129.3,765.61
SO003110,2024-12-31,C00025,P0018,6,808.88,0.0,4853.28,0.0,4853.28,2439.48
SO003111,2023-03-12,C00383,P0003,-1,329.69,0.05,1648.45,82.42,1566.03,945.35
SO003112,2024-09-01,C00327,P0003,10,329.69,0.0,3296.9,0.0,3296.9,1890.7
SO003113,2022-10-04,C00295,P0016,5,794.81,0.0,3974.05,0.0,3974.05,1843.25
SO003114,2024-03-08,C00108,P0012,-1,1402.52,0.0,14025.2,0.0,14025.2,6284.2
SO003115,2023-02-24,C00022,P0015,6,1099.41,0.1,6596.46,659.65,5936.81,2863.32
SO003116,2022-01-30,C00154,P0017,10,1129.3,0.0,11293.0,0.0,11293.0,7656.1
SO003117,2022-02-08,C00294,P0009,6,207.23,0.05,1243.38,62.17,1181.21,593.76
SO003118,2024-06-04,C00072,P0022,1,316.23,0.0,316.23,0.0,316.23,154.1
SO003119,2023-04-23,C00334,P0002,2,239.03,0.0,478.06,0.0,478.06,209.02
SO003120,2024-12-02,C00072,P0011,8,612.61,0.05,4900.88,245.04,4655.84,2587.36
SO003121,2022-11-11,C00433,P0010,2,407.06,0.0,814.12,0.0,814.12,324.44
SO003122,2023-08-09,C00236,P0016,9,794.81,0.0,7153.29,0.0,7153.29,3317.85
SO003123,2023-09-25,C00486,P0004,2,1701.98,0.05,3403.96,170.2,3233.76,1332.92
SO003124,2024-12-06,C00466,P0022,-1,316.23,0.0,5375.91,0.0,5375.91,2619.7
SO003125,2023-10-18,C00371,P0005,11,483.19,0.05,5315.09,265.75,5049.34,2686.31
SO003126,2022-08-06,C00481,P0009,10,207.23,0.0,2072.3,0.0,2072.3,989.6
SO003127,2022-03-05,C00087,P0014,12,1773.38,0.05,21280.56,1064.03,20216.53,8908.8
SO003128,2022-12-06,C00319,P0009,12,207.23,0.0,2486.76,0.0,2486.76,1187.52
SO003129,2024-06-27,C00108,P0004,4,1701.98,0.05,6807.92,340.4,6467.52,2665.84
SO003130,2022-06-27,C00303,P0007,6,213.28,0.0,1279.68,0.0,1279.68,863.16
SO003131,2024-08-17,C00409,P0003,9,329.69,0.05,2967.21,148.36,2818.85,1701.63
SO003132,2023-11-28,C00196,P0012,15,1402.52,0.0,21037.8,0.0,21037.8,9426.3
SO003133,2022-11-09,C00012,P0014,6,1773.38,0.0,10640.28,0.0,10640.28,4454.4
SO003134,2024-07-11,C00243,P0004,10,1701.98,0.05,17019.8,850.99,16168.81,6664.6
SO003135,2023-04-12,C00453,P0006,8,769.69,0.05,6157.52,307.88,5849.64,4529.2
SO003136,2023-10-10,C00417,P0014,5,1773.38,0.15,8866.9,1330.03,7536.87,3712.0
SO003137,2023-07-29,C00230,P0002,8,239.03,0.2,1912.24,382.45,1529.79,836.08
SO003138,2024-06-30,C00037,P0021,7,1034.07,0.0,7238.49,0.0,7238.49,2898.28
SO003139,2022-03-23,C00040,P0018,8,808.88,0.1,6471.04,647.1,5823.94,3252.64
SO003140,2023-10-19,C00299,P0003,8,329.69,0.05,2637.52,131.88,2505.64,1512.56
SO003141,2024-03-10,C00262,P0020,3,1298.32,0.0,3894.96,0.0,3894.96,2020.41
SO003142,2024-06-26,C00282,P0017,7,1129.3,0.0,7905.1,0.0,7905.1,5359.27
SO003143,2024-09-07,C00009,P0022,7,316.23,0.0,2213.61,0.0,2213.61,1078.7
SO003144,2022-08-23,C00056,P0006,11,769.69,0.1,8466.59,846.66,7619.93,6227.65
SO003145,2022-07-24,C00171,P0003,3,329.69,0.15,989.07,148.36,840.71,567.21
SO003146,2022-07-21,C00330,P0013,9,183.15,0.1,1648.35,164.84,1483.51,896.4
SO003147,2022-01-15,C00424,P0016,7,794.81,0.0,5563.67,0.0,5563.67,2580.55
SO003148,2022-04-07,C00019,P0004,8,1701.98,0.05,13615.84,680.79,12935.05,5331.68
SO003149,2022-10-22,C00302,P0018,7,808.88,0.05,5662.16,283.11,5379.05,2846.06
SO003150,2024-06-13,C00464,P0017,11,1129.3,0.0,12422.3,0.0,12422.3,8421.71
SO003151,2022-04-01,C00125,P0011,7,612.61,0.0,4288.27,0.0,4288.27,2263.94
SO003152,2023-04-07,C00442,P0017,4,1129.3,0.0,4517.2,0.0,4517.2,3062.44
SO003153,2023-04-29,C00250,P0015,12,1099.41,0.0,13192.92,0.0,13192.92,5726.64
SO003154,2022-07-25,C00461,P0007,6,213.28,0.0,1279.68,0.0,1279.68,863.16
SO003155,2024-06-20,C00394,P0011,11,612.61,0.15,6738.71,1010.81,5727.9,3557.62
SO003156,2023-04-01,C00269,P0016,9,794.81,0.0,7153.29,0.0,7153.29,3317.85
SO003157,2024-11-08,C00160,P0012,13,1402.52,0.0,18232.76,0.0,18232.76,8169.46
SO003158,2022-04-16,C00158,P0016,11,794.81,0.15,8742.91,1311.44,7431.47,4055.15
SO003159,2023-10-23,C00117,P0021,1,1034.07,0.0,1034.07,0.0,1034.07,414.04
SO003160,2024-03-16,C00167,P0021,9,1034.07,0.05,9306.63,465.33,8841.3,3726.36
SO003161,2024-07-03,C00225,P0015,9,1099.41,0.0,9894.69,0.0,9894.69,4294.98
SO003162,2023-07-01,C00499,P0010,6,407.06,0.0,2442.36,0.0,2442.36,973.32
SO003163,2023-08-24,C00243,P0019,1,133.67,0.15,133.67,20.05,113.62,53.13
SO003164,2023-09-03,C00217,P0014,1,1773.38,0.0,1773.38,0.0,1773.38,742.4
SO003165,2023-03-24,C00164,P0016,8,794.81,0.05,6358.48,317.92,6040.56,2949.2
SO003166,2024-01-20,C00299,P0016,8,794.81,0.1,6358.48,635.85,5722.63,2949.2
SO003167,2024-06-18,C00343,P0005,4,483.19,0.0,1932.76,0.0,1932.76,976.84
SO003168,2022-03-19,C00381,P0007,3,213.28,0.05,639.84,31.99,607.85,431.58
SO003169,2023-09-16,C00472,P0022,11,316.23,0.0,3478.53,0.0,3478.53,1695.1
SO003170,2024-02-09,C00154,P0003,12,329.69,0.0,3956.28,0.0,3956.28,2268.84
SO003171,2023-05-22,C00131,P0018,10,808.88,0.0,8088.8,0.0,8088.8,4065.8
SO003172,2023-09-07,C00467,P0007,5,213.28,0.1,1066.4,106.64,959.76,719.3
SO003173,2022-09-08,C00200,P0006,6,769.69,0.1,4618.14,461.81,4156.33,3396.9
SO003174,2024-09-24,C00333,P0003,5,329.69,0.1,1648.45,164.85,1483.6,945.35
SO003175,2024-06-24,C00218,P0003,1,329.69,0.0,329.69,0.0,329.69,189.07
SO003176,2022-07-12,C00040,P0017,7,1129.3,0.05,7905.1,395.26,7509.84,5359.27
SO003177,2023-04-12,C00147,P0004,5,1701.98,0.1,8509.9,850.99,7658.91,3332.3
SO003178,2023-06-07,C00456,P0002,9,239.03,0.0,2151.27,0.0,2151.27,940.59
SO003179,2022-09-14,C00014,P0005,9,483.19,0.0,4348.71,0.0,4348.71,2197.89
SO003180,2022-02-28,C00498,P0007,3,213.28,0.0,639.84,0.0,639.84,431.58
SO003181,2024-02-27,C00478,P0001,12,1184.23,0.1,14210.76,1421.08,12789.68,6370.56
SO003182,2024-07-15,C00213,P0013,8,183.15,0.0,1465.2,0.0,1465.2,796.8
SO003183,2022-06-09,C00212,P0014,1,1773.38,0.0,1773.38,0.0,1773.38,742.4
SO003184,2022-12-23,C00124,P0009,2,207.23,0.0,414.46,0.0,414.46,197.92
SO003185,2023-07-05,C00349,P0008,10,1292.98,0.05,12929.8,646.49,12283.31,5777.3
SO003186,2024-05-17,C00107,P0015,9,1099.41,0.0,9894.69,0.0,9894.69,4294.98
SO003187,2022-07-12,C00380,P0001,8,1184.23,0.15,9473.84,1421.08,8052.76,4247.04
SO003188,2023-07-20,C00326,P0010,7,407.06,0.0,2849.42,0.0,2849.42,1135.54
SO003189,2023-12-19,C00109,P0008,3,1292.98,0.0,3878.94,0.0,3878.94,1733.19
SO003190,2022-10-14,C00223,P0010,7,407.06,0.1,2849.42,284.94,2564.48,1135.54
SO003191,2024-02-17,C00251,P0005,4,483.19,0.0,1932.76,0.0,1932.76,976.84
SO003192,2024-02-21,C00377,P0021,10,1034.07,0.05,10340.7,517.04,9823.66,4140.4
SO003193,2024-09-22,C00328,P0006,11,769.69,0.0,8466.59,0.0,8466.59,6227.65
SO003194,2022-04-03,C00048,P0010,1,407.06,0.0,407.06,0.0,407.06,162.22
SO003195,2023-10-25,C00417,P0018,1,808.88,0.2,808.88,161.78,647.1,406.58
SO003196,2023-07-10,C00033,P0007,5,213.28,0.15,1066.4,159.96,906.44,719.3
SO003197,2023-01-05,C00247,P0005,9,483.19,0.15,4348.71,652.31,,2197.89
SO003198,2023-04-24,C00241,P0008,2,1292.98,0.0,2585.96,0.0,2585.96,1155.46
SO003199,2024-02-05,C00379,P0003,11,329.69,0.0,3626.59,0.0,3626.59,2079.77
SO003200,2022-08-23,C00184,P0003,5,329.69,0.05,1648.45,82.42,1566.03,945.35
SO003201,2023-10-11,C00239,P0019,4,133.67,0.0,534.68,0.0,,212.52
SO003202,2023-10-22,C00008,P0019,5,133.67,0.0,668.35,0.0,668.35,265.65
SO003203,2023-02-02,C00049,P0017,1,1129.3,0.05,1129.3,56.47,1072.83,765.61
SO003204,2024-09-10,C00031,P0004,4,1701.98,0.0,6807.92,0.0,6807.92,2665.84
SO003205,2023-05-28,C00048,P0003,4,329.69,0.0,1318.76,0.0,1318.76,756.28
SO003206,2024-09-22,C00054,P0001,9,1184.23,0.0,10658.07,0.0,10658.07,4777.92
SO003207,2024-12-10,C00344,P0013,9,183.15,0.0,1648.35,0.0,1648.35,896.4
SO003208,2024-04-12,C00430,P0002,11,239.03,0.05,2629.33,131.47,2497.86,1149.61
SO003209,2023-02-10,C00220,P0019,4,133.67,0.15,534.68,80.2,454.48,212.52
SO003210,2023-02-06,C00135,P0006,1,769.69,0.0,769.69,0.0,769.69,566.15
SO003211,2024-06-03,C00095,P0017,6,1129.3,0.2,6775.8,1355.16,5420.64,4593.66
SO003212,2023-10-31,C00357,P0001,3,1184.23,0.0,3552.69,0.0,3552.69,1592.64
SO003213,2022-02-25,C00404,P0005,7,483.19,0.0,3382.33,0.0,3382.33,1709.47
SO003214,2022-10-18,C00132,P0011,1,612.61,0.0,612.61,0.0,612.61,323.42
SO003215,2024-11-29,C00128,P0007,5,213.28,0.0,1066.4,0.0,1066.4,719.3
SO003216,2023-04-21,C00017,P0011,10,612.61,0.0,6126.1,0.0,6126.1,3234.2
SO003217,2022-02-26,C00194,P0005,2,483.19,0.2,966.38,193.28,773.1,488.42
SO003218,2022-08-22,C00436,P0003,4,329.69,0.0,1318.76,0.0,1318.76,756.28
SO003219,2023-04-12,C00052,P0007,11,213.28,0.0,2346.08,0.0,2346.08,1582.46
SO003220,2023-03-16,C00499,P0004,3,1701.98,0.0,5105.94,0.0,5105.94,1999.38
SO003221,2023-08-04,C00441,P0014,6,1773.38,0.0,10640.28,0.0,10640.28,4454.4
SO003222,2024-06-25,C00153,P0010,7,407.06,0.1,2849.42,284.94,2564.48,1135.54
SO003223,2023-01-31,C00221,P0014,5,1773.38,0.0,8866.9,0.0,8866.9,3712.0
SO003224,2023-05-22,C00487,P0012,7,1402.52,0.1,9817.64,981.76,8835.88,4398.94
SO003225,2023-07-21,C00464,P0008,11,1292.98,0.05,14222.78,711.14,13511.64,6355.03
SO003226,2023-04-21,C00319,P0016,6,794.81,0.0,4768.86,0.0,4768.86,2211.9
SO003227,2024-04-07,C00091,P0013,6,183.15,0.1,1098.9,109.89,989.01,597.6
SO003228,2022-11-19,C00250,P0013,9,183.15,0.1,1648.35,164.84,1483.51,896.4
SO003229,2024-05-02,C00318,P0014,5,1773.38,0.0,8866.9,0.0,8866.9,3712.0
SO003230,2024-04-08,C00113,P0008,10,1292.98,0.05,12929.8,646.49,12283.31,5777.3
SO003231,2024-03-17,C00399,P0009,7,207.23,0.1,1450.61,145.06,1305.55,692.72
SO003232,2024-04-15,C00288,P0019,3,133.67,0.1,401.01,40.1,360.91,159.39
SO003233,2023-05-27,C00455,P0011,3,612.61,0.0,1837.83,0.0,1837.83,970.26
SO003234,2022-11-05,C00199,P0016,8,794.81,0.0,6358.48,0.0,6358.48,2949.2
SO003235,2024-05-06,C00235,P0021,4,1034.07,0.1,4136.28,413.63,3722.65,1656.16
SO003236,2023-08-10,C00139,P0007,7,213.28,0.05,1492.96,74.65,1418.31,1007.02
SO003237,2022-02-23,C00343,P0019,7,133.67,0.1,935.69,93.57,842.12,371.91
SO003238,2024-08-21,C00152,P0019,10,133.67,0.05,1336.7,66.84,1269.86,531.3
SO003239,2022-06-08,C00389,P0018,7,808.88,0.0,5662.16,0.0,5662.16,2846.06
SO003240,2022-07-27,C00257,P0003,7,329.69,0.15,2307.83,346.17,1961.66,1323.49
SO003241,2022-03-01,C00237,P0003,4,329.69,0.0,1318.76,0.0,1318.76,756.28
SO003242,2024-08-23,C00195,P0002,12,239.03,0.0,2868.36,0.0,,1254.12
SO003243,2024-05-17,C00049,P0009,8,207.23,0.2,1657.84,331.57,1326.27,791.68
SO003244,2024-03-02,C00459,P0005,12,483.19,0.0,5798.28,0.0,5798.28,2930.52
SO003245,2024-03-26,C00063,P0010,4,407.06,0.05,1628.24,81.41,1546.83,648.88
SO003246,2023-10-25,C00204,P0006,11,769.69,0.0,8466.59,0.0,8466.59,6227.65
SO003247,2022-12-03,C00426,P0021,10,1034.07,0.1,10340.7,1034.07,9306.63,4140.4
SO003248,2022-08-11,C00106,P0007,8,213.28,0.0,1706.24,0.0,1706.24,1150.88
SO003249,2023-09-08,C00302,P0021,1,1034.07,0.0,1034.07,0.0,1034.07,414.04
SO003250,2022-06-13,C00434,P0022,11,316.23,0.0,3478.53,0.0,3478.53,1695.1
SO003251,2024-07-31,C00197,P0010,2,407.06,0.05,814.12,40.71,773.41,324.44
SO003252,2023-04-05,C00211,P0022,4,316.23,0.0,1264.92,0.0,1264.92,616.4
SO003253,2022-08-09,C00490,P0013,3,183.15,0.0,549.45,0.0,549.45,298.8
SO003254,2023-07-12,C00206,P0008,12,1292.98,0.05,15515.76,775.79,14739.97,6932.76
SO003255,2023-07-12,C00116,P0008,5,1292.98,0.0,6464.9,0.0,6464.9,2888.65
SO003256,2023-02-25,C00247,P0022,11,316.23,0.0,3478.53,0.0,3478.53,1695.1
SO003257,2023-06-28,C00423,P0019,2,133.67,0.1,267.34,26.73,240.61,106.26
SO003258,2023-03-20,C00253,P0020,1,1298.32,0.0,1298.32,0.0,1298.32,673.47
SO003259,2022-01-22,C00054,P0013,5,183.15,0.05,915.75,45.79,869.96,498.0
SO003260,2022-04-08,C00043,P0001,5,1184.23,0.05,5921.15,296.06,5625.09,2654.4
SO003261,2024-12-20,C00020,P0005,13,483.19,0.1,6281.47,628.15,5653.32,3174.73
SO003262,2022-03-09,C00061,P0013,12,183.15,0.2,2197.8,439.56,1758.24,1195.2
SO003263,2022-10-23,C00127,P0010,2,407.06,0.2,814.12,162.82,651.3,324.44
SO003264,2023-09-12,C00459,P0011,9,612.61,0.0,5513.49,0.0,5513.49,2910.78
SO003265,2022-06-02,C00164,P0007,7,213.28,0.0,1492.96,0.0,1492.96,1007.02
SO003266,2022-07-24,C00050,P0016,4,794.81,0.15,3179.24,476.89,2702.35,1474.6
SO003267,2022-07-22,C00404,P0016,12,794.81,0.15,9537.72,1430.66,8107.06,4423.8
SO003268,2022-07-20,C00449,P0005,10,483.19,0.05,4831.9,241.59,4590.31,2442.1
SO003269,2024-08-08,C00070,P0010,11,407.06,0.15,4477.66,671.65,3806.01,1784.42
SO003270,2022-06-30,C00285,P0021,5,1034.07,0.0,5170.35,0.0,5170.35,2070.2
SO003271,2023-09-05,C00436,P0021,6,1034.07,0.0,6204.42,0.0,6204.42,2484.24
SO003272,2023-03-13,C00396,P0020,7,1298.32,0.0,9088.24,0.0,9088.24,4714.29
SO003273,2023-01-20,C00151,P0014,10,1773.38,0.0,17733.8,0.0,17733.8,7424.0
SO003274,2024-10-19,C00020,P0021,5,1034.07,0.05,5170.35,258.52,4911.83,2070.2
SO003275,2023-08-10,C00063,P0019,3,133.67,0.0,401.01,0.0,401.01,159.39
SO003276,2022-06-05,C00450,P0002,12,239.03,0.0,2868.36,0.0,2868.36,1254.12
SO003277,2024-06-06,C00027,P0014,11,1773.38,0.0,19507.18,0.0,19507.18,8166.4
SO003278,2023-11-22,C00417,P0012,5,1402.52,0.2,7012.6,1402.52,5610.08,3142.1
SO003279,2022-06-03,C00379,P0010,1,407.06,0.0,407.06,0.0,407.06,162.22
SO003280,2024-08-13,C00415,P0003,10,329.69,0.05,3296.9,164.85,3132.05,1890.7
SO003281,2024-05-22,C00270,P0012,7,1402.52,0.05,9817.64,490.88,9326.76,4398.94
SO003282,2022-04-30,C00307,P0008,1,1292.98,0.0,1292.98,0.0,1292.98,577.73
SO003283,2024-06-05,C00375,P0011,8,612.61,0.0,4900.88,0.0,4900.88,2587.36
SO003284,2024-10-30,C00188,P0012,5,1402.52,0.15,7012.6,1051.89,5960.71,3142.1
SO003285,2024-07-22,C00327,P0003,3,329.69,0.0,989.07,0.0,989.07,567.21
SO003286,2022-02-23,C00208,P0012,-1,1402.52,0.0,7012.6,0.0,7012.6,3142.1
SO003287,2023-08-26,C00022,P0003,11,329.69,0.15,3626.59,543.99,3082.6,2079.77
SO003288,2024-11-08,C00420,P0013,16,183.15,0.2,2930.4,586.08,2344.32,1593.6
SO003289,2024-06-30,C00021,P0017,-1,1129.3,0.15,2258.6,338.79,1919.81,1531.22
SO003290,2024-04-17,C00417,P0014,9,1773.38,0.05,15960.42,798.02,15162.4,6681.6
SO003291,2024-09-22,C00412,P0004,-1,1701.98,0.05,5105.94,255.3,4850.64,1999.38
SO003292,2022-08-16,C00099,P0017,2,1129.3,0.0,2258.6,0.0,2258.6,1531.22
SO003293,2022-10-31,C00118,P0005,3,483.19,0.0,1449.57,0.0,1449.57,732.63
SO003294,2023-11-01,C00143,P0016,5,794.81,0.05,3974.05,198.7,3775.35,1843.25
SO003295,2022-03-07,C00305,P0010,1,407.06,0.0,407.06,0.0,407.06,162.22
SO003296,2022-08-26,C00138,P0015,4,1099.41,0.0,4397.64,0.0,4397.64,1908.88
SO003297,2023-12-12,C00480,P0008,16,1292.98,0.0,20687.68,0.0,20687.68,9243.68
SO003298,2024-06-26,C00100,P0011,3,612.61,0.0,1837.83,0.0,1837.83,970.26
SO003299,2024-06-13,C00473,P0001,5,1184.23,0.0,5921.15,0.0,5921.15,2654.4
SO003300,2022-03-25,C00490,P0016,10,794.81,0.1,7948.1,794.81,7153.29,3686.5
SO003301,2022-02-05,C00475,P0018,2,808.88,0.0,1617.76,0.0,1617.76,813.16
SO003302,2023-05-12,C00466,P0011,5,612.61,0.0,3063.05,0.0,3063.05,1617.1
SO003303,2022-07-15,C00403,P0017,11,1129.3,0.0,12422.3,0.0,12422.3,8421.71
SO003304,2022-09-21,C00233,P0010,9,407.06,0.0,3663.54,0.0,3663.54,1459.98
SO003305,2023-04-03,C00285,P0020,1,1298.32,0.0,1298.32,0.0,1298.32,673.47
SO003306,2022-02-21,C00468,P0018,11,808.88,0.2,8897.68,1779.54,7118.14,4472.38
SO003307,2022-10-26,C00060,P0022,2,316.23,0.0,632.46,0.0,632.46,308.2
SO003308,2023-05-29,C00368,P0015,4,1099.41,0.1,4397.64,439.76,3957.88,1908.88
SO003309,2023-10-24,C00164,P0011,6,612.61,0.15,3675.66,551.35,3124.31,1940.52
SO003310,2023-07-24,C00157,P0001,3,1184.23,0.05,3552.69,177.63,3375.06,1592.64
SO003311,2022-04-11,C00309,P0014,12,1773.38,0.0,21280.56,0.0,21280.56,8908.8
SO003312,2024-05-28,C00411,P0018,1,808.88,0.0,808.88,0.0,808.88,406.58
SO003313,2023-05-08,C00216,P0015,4,1099.41,0.0,4397.64,0.0,4397.64,1908.88
SO003314,2024-03-28,C00023,P0003,6,329.69,0.0,1978.14,0.0,1978.14,1134.42
SO003315,2022-05-22,C00215,P0022,5,316.23,0.05,1581.15,79.06,1502.09,770.5
SO003316,2022-02-11,C00113,P0021,9,1034.07,0.0,9306.63,0.0,9306.63,3726.36
SO003317,2024-03-25,C00315,P0006,5,769.69,0.0,3848.45,0.0,3848.45,2830.75
SO003318,2023-10-24,C00441,P0006,1,769.69,0.05,769.69,38.48,731.21,566.15
SO003319,2022-12-23,C00073,P0009,-1,207.23,0.0,1243.38,0.0,1243.38,593.76
SO003320,2022-09-16,C00041,P0015,5,1099.41,0.0,5497.05,0.0,5497.05,2386.1
SO003321,2022-08-10,C00448,P0013,6,183.15,0.05,1098.9,54.95,1043.95,597.6
SO003322,2022-02-28,C00490,P0019,7,133.67,0.0,935.69,0.0,935.69,371.91
SO003323,2023-07-23,C00008,P0006,3,769.69,0.0,2309.07,0.0,2309.07,1698.45
SO003324,2022-10-23,C00110,P0008,10,1292.98,0.1,12929.8,1292.98,11636.82,5777.3
SO003325,2022-06-19,C00093,P0008,6,1292.98,0.05,7757.88,387.89,7369.99,3466.38
SO003326,2022-04-05,C00199,P0008,5,1292.98,0.0,6464.9,0.0,6464.9,2888.65
SO003327,2022-07-05,C00201,P0006,8,769.69,0.0,6157.52,0.0,6157.52,4529.2
SO003328,2022-09-26,C00308,P0005,1,483.19,0.0,483.19,0.0,483.19,244.21
SO003329,2022-09-02,C00394,P0006,6,769.69,0.05,4618.14,230.91,4387.23,3396.9
SO003330,2023-03-06,C00196,P0020,8,1298.32,0.15,10386.56,1557.98,8828.58,5387.76
SO003331,2022-03-09,C00065,P0012,4,1402.52,0.0,5610.08,0.0,5610.08,2513.68
SO003332,2024-12-24,C00024,P0010,9,407.06,0.0,3663.54,0.0,3663.54,1459.98
SO003333,2022-04-10,C00344,P0019,2,133.67,0.05,267.34,13.37,253.97,106.26
SO003334,2024-09-29,C00317,P0008,10,1292.98,0.0,12929.8,0.0,,5777.3
SO003335,2023-01-12,C00331,P0001,12,1184.23,0.05,14210.76,710.54,13500.22,6370.56
SO003336,2023-11-29,C00075,P0006,10,769.69,0.1,7696.9,769.69,6927.21,5661.5
SO003337,2024-01-25,C00033,P0017,6,1129.3,0.2,6775.8,1355.16,5420.64,4593.66
SO003338,2022-10-20,C00297,P0020,4,1298.32,0.0,5193.28,0.0,5193.28,2693.88
SO003339,2022-10-07,C00412,P0007,12,213.28,0.0,2559.36,0.0,2559.36,1726.32
SO003340,2024-12-30,C00240,P0015,3,1099.41,0.0,3298.23,0.0,3298.23,1431.66
SO003341,2024-06-28,C00148,P0008,1,1292.98,0.1,1292.98,129.3,1163.68,577.73
SO003342,2023-02-06,C00388,P0012,11,1402.52,0.05,15427.72,771.39,14656.33,6912.62
SO003343,2024-10-18,C00344,P0015,7,1099.41,0.2,7695.87,1539.17,6156.7,3340.54
SO003344,2024-08-22,C00177,P0006,11,769.69,0.15,8466.59,1269.99,7196.6,6227.65
SO003345,2022-11-24,C00402,P0019,13,133.67,0.0,1737.71,0.0,1737.71,690.69
SO003346,2024-04-13,C00281,P0002,11,239.03,0.0,2629.33,0.0,2629.33,1149.61
SO003347,2022-05-22,C00068,P0008,11,1292.98,0.0,14222.78,0.0,14222.78,6355.03
SO003348,2022-02-19,C00475,P0015,7,1099.41,0.05,7695.87,384.79,7311.08,3340.54
SO003349,2022-10-05,C00172,P0008,3,1292.98,0.0,3878.94,0.0,3878.94,1733.19
SO003350,2022-05-27,C00300,P0005,3,483.19,0.0,1449.57,0.0,1449.57,732.63
SO003351,2024-01-23,C00332,P0017,7,1129.3,0.0,7905.1,0.0,7905.1,5359.27
SO003352,2023-10-01,C00434,P0005,4,483.19,0.0,1932.76,0.0,1932.76,976.84
SO003353,2023-05-19,C00233,P0011,10,612.61,0.1,6126.1,612.61,5513.49,3234.2
SO003354,2022-05-30,C00448,P0008,4,1292.98,0.0,5171.92,0.0,5171.92,2310.92
SO003355,2024-02-18,C00321,P0017,7,1129.3,0.05,7905.1,395.26,7509.84,5359.27
SO003356,2023-06-13,C00494,P0018,2,808.88,0.0,1617.76,0.0,1617.76,813.16
SO003357,2023-12-03,C00255,P0014,15,1773.38,0.0,26600.7,0.0,26600.7,11136.0
SO003358,2022-10-13,C00471,P0017,1,1129.3,0.0,1129.3,0.0,1129.3,765.61
SO003359,2023-12-25,C00016,P0013,5,183.15,0.1,915.75,91.58,824.17,498.0
